acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge
1 IPC 1860,"2705, LOTHIYAN ROAD, K. GATE DELHI",2017-01-14,2017-01-16,INTERVENING DAY,NORTH,8166016170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170019,,2017-01-16,KASHMERI GATE,10:13,380/457,19:35,10:00,Theft-house-trespass,Theft
1 IPC 1860,"ISBT FLYOVER (ON ROAD TOWARDS SHAHDARA), KASHMERE GATE DELHI",2017-01-15,2017-01-15,Sunday,NORTH,8166016170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170021,7,2017-01-18,KASHMERI GATE,11:10,356/379/34,20:15,20:15,Snatching-Theft,Snatching
1 IPC 1860,"GPO, KASHMIRI GATE DELHI",2017-01-19,2017-01-19,Thursday,NORTH,8166016170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170022,7,2017-01-19,KASHMERI GATE,20:35,356/379/34,20:00,20:00,Snatching-Theft,Snatching
1 IPC 1860,"BOULEVARD ROAD NEAR ISBT, KASHMERE GATE, DELHI",2017-01-20,2017-01-20,Friday,NORTH,8166016170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170024,4,2017-01-20,KASHMERI GATE,14:15,279/337,12:30,12:30,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"RING ROAD TOWARDS ITO, NEAR HANUMAN MANDIR, JAMUNA BAZAR, K.GATE, DELHI",2017-01-21,2017-01-21,Saturday,NORTH,8166016170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170025,7,2017-01-21,KASHMERI GATE,20:12,379/34,20:10,20:10,Theft,Theft
1 IPC 1860,"SHAHDARA FLYOVER, K.GATE, DELHI",2017-01-29,2017-01-29,Sunday,NORTH,8166016170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170026,6,2017-01-29,KASHMERI GATE,16:25,279/337,16:20,16:20,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"BUS STOP NEAR RITZ CINEMA, K.GATE, DELHI",2017-01-31,2017-01-31,Tuesday,NORTH,8166016170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170029,5,2017-01-31,KASHMERI GATE,16:00,356/379/411,15:45,15:45,Snatching-Theft,Snatching
1 IPC 1860,"JHUGGI NO. 32, JWALA GHAT, YAMUNA PUSTA, NEAR NIGAM BODH GHAT, KASHMERE GATE, DELHI",2017-01-31,2017-01-31,Tuesday,NORTH,8166016170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166016170030,7,2017-01-31,KASHMERI GATE,22:30,363/506,21:00,21:00,Criminal intimidation-Kidnapping,Kidnapping
1 IPC 1860,"NISHAD RAJ MARG,, NEAR SUNHARI MASJID CUT, RED FORT, DELHI",2017-01-07,2017-01-07,Saturday,NORTH,8166018170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170003,7,2017-01-07,KOTWALI,22:50,279/337,20:00,20:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"KHAS CUT LOWER SUBHASH MARG, RED FORT",2017-01-08,2017-01-08,Sunday,NORTH,8166018170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170004,6,2017-01-08,KOTWALI,19:35,356/379/411,17:00,17:00,Snatching-Theft,Snatching
1 IPC 1860,"MAIN ENTRY GATE, GANDHI MAIDAN PARKING, CHANDNI CHOWK, DELHI",2017-01-11,2017-01-11,Wednesday,NORTH,8166018170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170005,5,2017-01-11,KOTWALI,17:05,279/337,13:15,13:15,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"4227/1, JOGIWARA, CHANDNI CHOWK, DELHI",,,,NORTH,8166018170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170006,,2017-01-14,KOTWALI,16:45,408,,,corruption,corruption
1 IPC 1860,"RING ROAD, NEAR MONKEY BRIDGE, BEHIND RED FORT, DELHI",2017-01-19,2017-01-19,Thursday,NORTH,8166018170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170008,1,2017-01-19,KOTWALI,20:00,279/337,00:00,00:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"GEETA COLONY FLY OVER, RED FORT, CHANDNI CHOWK, DELHI",2016-12-31,2016-12-31,Saturday,NORTH,8166018170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170009,7,2017-01-20,KOTWALI,14:05,279/304A,21:00,21:00,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"IN FRONT OF CATHOLIK CHURCH, TOWARDS CHHATTA RAIL CHOWK, KOTWALI, DELHI",2017-01-21,2017-01-21,Saturday,NORTH,8166018170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170010,7,2017-01-23,KOTWALI,12:35,279/337,20:45,20:45,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"15AUGUST PARK, RED FORT, KOTWALI, DELHI",2017-01-31,2017-01-31,Tuesday,NORTH,8166018170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170011,5,2017-01-31,KOTWALI,15:45,379/411/34,15:00,15:00,Theft,Theft
1 IPC 1860,"926 BUS STAND, IN FRONT OF DANGAL MAIDAN",2017-02-01,2017-02-01,Wednesday,NORTH,8166018170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170012,8,2017-02-02,KOTWALI,01:15,379/411,23:45,23:45,Theft,Theft
1 IPC 1860,"RING ROAD, IN FRONT OF VIJAY GHAT, NEAR SALIM GARH PICKET, DELHI",2017-02-02,2017-02-02,Thursday,NORTH,8166018170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170013,3,2017-02-02,KOTWALI,11:40,279/337,08:55,08:55,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"1405, IST FLOOR, MANDIR JHAJJAR WALA, CHANDNI CHOWK, DELHI",2017-02-01,2017-02-01,Wednesday,NORTH,8166018170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170014,5,2017-02-02,KOTWALI,22:45,408,15:30,15:30,corruption,corruption
1 IPC 1860,"SHOP NO. 1, GROUND FLOOR, 1167/1095, KUCHA MAHAJANI,, CHANDNI CHOWK,DELHI",,,,NORTH,8166018170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170015,,2017-02-03,KOTWALI,15:45,406/420,,,Criminal breach of trust-cheating,Criminal breach of trust-cheating
1 IPC 1860,"2255 SARAI TOP KHANA, HC SEN ROAD CHANDNI CHOWK",2016-12-25,2016-12-25,Sunday,NORTH,8166018170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170016,6,2017-02-04,KOTWALI,11:45,325/34,16:00,17:00,grievous hurt,grievous hurt
1 IPC 1860,"IN FRONT OF ODRS, DTC BUS STAND, 8PM MARG, DELHI",2017-02-06,2017-02-06,Monday,NORTH,8166018170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170018,5,2017-02-06,KOTWALI,17:05,392/394/411/34,14:30,14:30,Robbery-Theft,Robbery
1 IPC 1860,"CHOTI MORE SARAI, CHANDNI CHOWK, DELHI",2017-02-06,2017-02-06,Monday,NORTH,8166018170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170019,6,2017-02-06,KOTWALI,22:35,363,17:00,17:00,Kidnapping,Kidnapping
1 IPC 1860,"GALI NATRAJ DAHI BHALLA, CHANDNI CHOWK",2017-02-08,2017-02-08,Wednesday,NORTH,8166018170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170020,6,2017-02-08,KOTWALI,19:40,379/511,18:30,18:30,Theft-offences punishable,Theft
1 IPC 1860,"OUTER RING ROAD, NEAR GEETA COLONY FLY OVER CUT, DELHI",2017-02-09,2017-02-09,Thursday,NORTH,8166018170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170021,2,2017-02-09,KOTWALI,10:15,379,06:45,06:45,Theft,Theft
1 IPC 1860,"NEAR PYAU, SISGANJ GURUDWARA, CHANDNI CHOWK, DELHI",2017-02-09,2017-02-09,Thursday,NORTH,8166018170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170022,5,2017-02-09,KOTWALI,16:10,379/34,14:40,14:40,Theft,Theft
1 IPC 1860,"MAIN ROAD, 8PM MARG, CHANDNI CHOWK, DELHI",2017-02-10,2017-02-10,Friday,NORTH,8166018170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170024,7,2017-02-10,KOTWALI,22:15,379/511,19:30,19:30,Theft-offences punishable,Theft
1 IPC 1860,"FOOTPATH NEAR GATE, ST MARRY CHURCH CATHOLIC, CHURCH 8PM MARG, DELHI",2017-02-13,2017-02-13,Monday,NORTH,8166018170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170025,,2017-02-13,KOTWALI,20:40,379/411,17:15,19:00,Theft,Theft
1 IPC 1860,"C-15/102, MAHARISHI NAGAR, COLONY SHIVPUR, BHARLPAI, VANARAS",,,,NORTH,8166018170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170026,,2017-02-16,KOTWALI,19:00,498A/406/34,,,Criminal breach of trust-domestic abuse,domestic abuse
1 IPC 1860,"OPP. KUMAR CINEMA, CHANDNI CHOWK DELHI",2017-02-25,2017-02-25,Saturday,NORTH,8166018170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170027,5,2017-02-25,KOTWALI,18:15,379,15:30,15:30,Theft,Theft
1 IPC 1860,"SHOP NO. 708, BALLIMARAN CHOWK, FANCY CHAPPAL STORE, DELHI",2017-02-25,2017-02-25,Saturday,NORTH,8166018170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170028,5,2017-02-25,KOTWALI,22:10,363,14:50,14:50,Kidnapping,Kidnapping
1 IPC 1860,"SHANTI VAN, CHOWK, RED LIGHT, DELHI",2017-03-06,2017-03-06,Monday,NORTH,8166018170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170029,5,2017-03-06,KOTWALI,20:50,279/337,13:00,13:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"GURUDWARA, CHANDNI CHOWK, DELHI",,,,NORTH,8166018170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166018170030,,2017-03-07,KOTWALI,21:30,420/468/471,,,cheating,cheating
1 IPC 1860,"INFRONT OF KOTAK MAHINDRA BANK, NAYA BAZAR, DELHI",2017-01-01,2017-01-01,Sunday,NORTH,8166023170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170002,5,2017-01-01,LAHORI GATE,18:00,356/379/411/34,15:15,15:15,Snatching-Theft,Snatching
1 IPC 1860,"INFRONT OF RAILWAY HOSPITAL, SPM MARG, DELHI",2017-01-06,2017-01-06,Friday,NORTH,8166023170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170004,1,2017-01-06,LAHORI GATE,04:10,279/304A,03:00,03:00,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"INFRONT OF SHOP NO. 2, ON FOOTPATH, KHARI BAOLI, DELHI",2017-01-13,2017-01-13,Friday,NORTH,8166023170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170006,6,2017-01-13,LAHORI GATE,17:30,379/511,17:15,17:15,Theft-offences punishable,Theft
1 IPC 1860,"SPM MARG, 116 NO. BUS STOP, INFRONT OF ODRS",2017-01-15,2017-01-15,Sunday,NORTH,8166023170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170007,3,2017-01-15,LAHORI GATE,11:15,379,07:30,08:00,Theft,Theft
1 IPC 1860,"INFRONT OF INDUS LAND BANK, NAYA BAZAR, DELH",2017-01-23,2017-01-23,Monday,NORTH,8166023170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170011,7,2017-01-23,LAHORI GATE,21:10,379,19:30,19:30,Theft,Theft
1 IPC 1860,"NEAR BUS STAND SPM MARG,, LAHORI GATE, DELHI",2017-01-27,2017-01-27,Friday,NORTH,8166023170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170012,7,2017-01-27,LAHORI GATE,22:15,392/411/34,20:30,20:30,Robbery-Theft,Robbery
1 IPC 1860,,,,,NORTH,8166023170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170014,,2017-01-29,LAHORI GATE,16:35,498A/406/34,,,Criminal breach of trust-domestic abuse,domestic abuse
1 IPC 1860,"PROPERTY NO. 169, ABDUL HAKIM WALI, TILAK BAZAR, IIND, IIIRD FLOOR, DELHI",2017-02-03,2017-02-03,Friday,NORTH,8166023170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170016,3,2017-02-03,LAHORI GATE,11:15,285/337,08:00,08:00,Negligent conduct-endangering safety of others,Negligent conduct-endangering safety of others
1 IPC 1860,"PROPERTY NO. 265, KUCHA SANJOGI RAM, BACK SIDE GALI MASJID TEWAR KHAN, NAYA BANS, DELHI",,,,NORTH,8166023170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170017,,2017-02-04,LAHORI GATE,17:15,447/427,,,mischief,mischief
1 IPC 1860,"H NO 460, HAIDER KULI CHANDANI CHOWK, DELHI 06",2017-02-12,2017-02-12,Sunday,NORTH,8166023170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170019,,2017-02-12,LAHORI GATE,16:50,363,09:00,13:10,Kidnapping,Kidnapping
1 IPC 1860,"SHARDHANAND MARG, INFRONT OF MOTHER DAIRY",2017-02-12,2017-02-12,Sunday,NORTH,8166023170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170020,8,2017-02-13,LAHORI GATE,00:04,356/379/34,22:30,22:30,Snatching-Theft,Snatching
1 IPC 1860,"H.NO. 887, IV TH FLOOR, LAL KUAN ROD GRAIN, FARASH KHANA, DELHI",2017-02-13,2017-02-13,Monday,NORTH,8166023170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170021,7,2017-02-13,LAHORI GATE,20:45,363,19:00,19:00,Kidnapping,Kidnapping
1 IPC 1860,"AVANTI BAI CHOWK PUL MITHAI, DELHI 06",2017-02-23,2017-02-23,Thursday,NORTH,8166023170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170022,5,2017-02-23,LAHORI GATE,17:20,283,15:50,15:50,obstruction by a person,obstruction by a person
1 IPC 1860,"SHOP NO 928, GALI NO TELIYAN , TILAK BAZAR, DELHI -6",2017-02-25,2017-02-26,INTERVENING DAY,NORTH,8166023170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170024,,2017-02-26,LAHORI GATE,05:50,380/457,20:35,03:30,Theft-house-trespass,Theft
1 IPC 1860,"H. NO. 1154, 3RD FLOOR, GALI SAMOSAN, FARASHKHANA, DELHI",2017-03-01,2017-03-01,Wednesday,NORTH,8166023170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170025,2,2017-03-01,LAHORI GATE,06:42,354/354(B)/452/50‘,05:00,05:00,Women abuse-house-trespass-sexual harrasement,sexual harrasement
1 IPC 1860,"IST FLOOR , 440, HAVELI HAIDER QULI, LAHORI GATE, DELHI-6",2017-03-11,2017-03-13,INTERVENING DAY,NORTH,8166023170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170028,,2017-03-14,LAHORI GATE,17:15,380,18:30,13:30,Theft,Theft
1 IPC 1860,"SHOP NO. 5155, INFRONT OF QUTUB ROAD",2017-03-22,2017-03-22,Wednesday,NORTH,8166023170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166023170030,5,2017-03-22,LAHORI GATE,14:30,283,13:00,13:00,obstruction by a person,obstruction by a person
1 IPC 1860,"IN FRONT OF SHRI RAM COLLEGE, OF COMMERCE DU DELHI",2017-01-09,2017-01-09,Monday,NORTH,8166010170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170002,7,2017-01-09,MAURICE NAGAR,21:13,356/379/34,21:05,21:05,Snatching-Theft,Snatching
1 IPC 1860,"IN FRONT OF HANSRAJ COLLEGE, DU, DELHI",2017-01-13,2017-01-13,Friday,NORTH,8166010170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170003,7,2017-01-13,MAURICE NAGAR,19:40,379/411,19:30,19:30,Theft,Theft
1 IPC 1860,"NEAR ARTS FACULTY, DU DELHI, DELHI",2017-01-15,2017-01-15,Sunday,NORTH,8166010170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170004,6,2017-01-15,MAURICE NAGAR,19:20,356/379/34,18:15,18:15,Snatching-Theft,Snatching
1 IPC 1860,"DEPT OF SLAVONIC, FINNO UGRAIN STUDIES, DU, DELHI",2016-11-04,2016-11-05,INTERVENING DAY,NORTH,8166010170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170005,,2017-01-17,MAURICE NAGAR,17:50,509,00:00,00:00,sexual harrasement,sexual harrasement
1 IPC 1860,"DAULAT RAM COLLEGE, DELHI UNIVERSITY, DELHI",2017-01-18,2017-01-18,Wednesday,NORTH,8166010170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170006,3,2017-01-18,MAURICE NAGAR,15:55,354,08:30,09:30,sexual harrasement,sexual harrasement
1 IPC 1860,"CHATTRA MARG NEAR, SOL DU DELHI, DELHI",2017-01-18,2017-01-18,Wednesday,NORTH,8166010170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170007,6,2017-01-18,MAURICE NAGAR,18:00,356/379/34,17:45,17:45,Snatching-Theft,Snatching
1 IPC 1860,"ON ROAD NEAR SHRI RAM, INSTITUTE DU, DELHI",,,,NORTH,8166010170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170008,,2017-01-18,MAURICE NAGAR,23:20,279/304A,,,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"B 36, CRISHTION COLONY, PATEL CHEST, DELHI",2017-01-21,2017-01-21,Saturday,NORTH,8166010170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170009,7,2017-01-21,MAURICE NAGAR,19:50,188,19:10,19:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"IN THE WASH ROOM, DAULAT RAM COLLEGE, DELHI",2017-01-21,2017-01-21,Saturday,NORTH,8166010170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170010,1,2017-01-23,MAURICE NAGAR,17:10,380/411,00:00,00:00,Theft,Theft
1 IPC 1860,"NEAR V C RESIDENCE, CHHATRA MARG, DELHI",2017-01-24,2017-01-24,Tuesday,NORTH,8166010170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170011,7,2017-01-24,MAURICE NAGAR,21:00,188,20:00,20:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"KHALSHA COLLEGE, DU, RED LIGHT, DELHI",2017-01-24,2017-01-24,Tuesday,NORTH,8166010170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170012,8,2017-01-25,MAURICE NAGAR,02:55,279/337,23:30,23:30,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"NEAR GATE NO 6, BONTA PARK, DELHI",2017-01-25,2017-01-25,Wednesday,NORTH,8166010170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170013,7,2017-01-25,MAURICE NAGAR,21:00,379/356/411,19:30,19:30,Snatching-Theft,Snatching
1 IPC 1860,"IN FRONT OF PATEL CHEST HOSPITAL, QUARTER GTB, MARG DU DELHI",2017-01-27,2017-01-27,Friday,NORTH,8166010170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170014,8,2017-01-27,MAURICE NAGAR,23:02,279/337,22:45,22:45,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"AT CHRISTIAN COLONY, DU DELHI",2017-01-28,2017-01-28,Saturday,NORTH,8166010170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170015,7,2017-01-28,MAURICE NAGAR,23:16,323/341,21:00,21:00,Causing hurt-wrong restraint,Causing hurt-wrong restraint
1 IPC 1860,"BRFORE OPERATON CELL SUDHIR BOSH MARG MOD DU, DU DELHI",2017-02-02,2017-02-02,Thursday,NORTH,8166010170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170016,1,2017-02-02,MAURICE NAGAR,00:33,279/337,00:15,00:15,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"MAX HOTAL NORTH AVENUE, BANGLOW ROAD, DELHI",2017-02-02,2017-02-02,Thursday,NORTH,8166010170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170017,7,2017-02-02,MAURICE NAGAR,20:20,379/356/34,20:00,20:00,Snatching-Theft,Snatching
1 IPC 1860,"KRANTI CHOWK, DU DELHI",2017-02-02,2017-02-02,Thursday,NORTH,8166010170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170018,5,2017-02-03,MAURICE NAGAR,19:15,356/379/34,14:50,14:50,Snatching-Theft,Snatching
1 IPC 1860,"CHATRA MARG NEAR, AT HANSRAJ HOSTEL, DU DELHI",2017-02-05,2017-02-05,Sunday,NORTH,8166010170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170019,7,2017-02-06,MAURICE NAGAR,00:10,356/379/34,21:30,21:30,Snatching-Theft,Snatching
1 IPC 1860,"IN FRONT OF, RIDIS LINE FLATS MAIN GATE, ON SADAK, DELHI",2017-02-05,2017-02-05,Sunday,NORTH,8166010170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170020,7,2017-02-06,MAURICE NAGAR,02:45,279/337,21:20,21:20,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"NEAR SRCC GATE NO 4, GT8 ROAD, DU, DELHI",2017-02-07,2017-02-07,Tuesday,NORTH,8166010170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170021,8,2017-02-07,MAURICE NAGAR,23:30,356/379/34,22:05,22:05,Snatching-Theft,Snatching
1 IPC 1860,DU METRO STATION,2017-02-08,2017-02-08,Wednesday,NORTH,8166010170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170022,6,2017-02-08,MAURICE NAGAR,18:28,356/379/511/34,18:15,18:15,Snatching-Theft-offences punishable,Snatching
1 IPC 1860,"IN FRONT OF GAURI HOSPITAL NEAR, HANSRAJ COLLEGE DU, DELHI",2017-02-13,2017-02-13,Monday,NORTH,8166010170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170023,8,2017-02-14,MAURICE NAGAR,00:20,356/379/34,23:00,23:00,Snatching-Theft,Snatching
1 IPC 1860,SBI DU NEAR VC OFFICE,2016-11-04,2016-11-07,INTERVENING DAY,NORTH,8166010170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170024,,2017-02-18,MAURICE NAGAR,16:20,420,00:00,00:00,cheating,cheating
1 IPC 1860,"SGTB KHALSA, COLLEGE DU, DELHI",2017-02-19,2017-02-19,Sunday,NORTH,8166010170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170025,3,2017-02-19,MAURICE NAGAR,10:00,392/34,09:00,09:00,Robbery,Robbery
1 IPC 1860,"RING ROAD NEAR DEPT OF SOCIAL, WORK DU DELHI-7, DELHI",2017-02-20,2017-02-20,Monday,NORTH,8166010170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170026,5,2017-02-20,MAURICE NAGAR,15:55,279/337,15:50,15:50,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"ST. STEPHENS COLLEGE, NORTH CAMPUS DU DELHI",2017-02-20,2017-02-20,Monday,NORTH,8166010170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170027,1,2017-02-20,MAURICE NAGAR,17:40,354(D)/506,00:00,00:00,Criminal intimidation-Stalking,Stalking
1 IPC 1860,"IN FRONT OF POLICE STATION, MAURICE NAGAR, DELHI",2017-02-22,2017-02-22,Wednesday,NORTH,8166010170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170028,6,2017-02-22,MAURICE NAGAR,19:10,186/353/332/323/1,18:00,18:00,Causing hurt-Disobedience to pub. Serv. Order-hurting public servant,Others
1 IPC 1860,"NEAR GATE VP CHEST, INSTITUTE CHATRA MARG, DU DELHI",2017-02-23,2017-02-23,Thursday,NORTH,8166010170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170029,4,2017-02-23,MAURICE NAGAR,18:45,279/337,11:50,11:50,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"CHEMISTRY BLOCK HANSRAJ, COLLEGE DELHI, UNIVERSITY",2017-02-24,2017-02-24,Friday,NORTH,8166010170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166010170030,5,2017-02-24,MAURICE NAGAR,19:26,288/304A,15:00,15:00,Negligence conduct-Negligent conduct,Negligence conduct-Negligent conduct
1 IPC 1860,"IN FRONT OF D 33 KAMLA NAGAR, MAIN RAOD, DELHI",2017-01-03,2017-01-03,Tuesday,NORTH,8166031170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166031170003,5,2017-01-03,ROOP NAGAR,15:05,356/379/34,13:55,13:55,Snatching-Theft,Snatching
1 IPC 1860,"NEW CHANDRAWAL ROAD, NEAR BIKANER, SWEETS, DELHI",2016-12-26,2016-12-26,Monday,NORTH,8166031170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166031170004,7,2017-01-03,ROOP NAGAR,16:30,509,19:00,20:00,sexual harrasement,sexual harrasement
1 IPC 1860,"IN FRONT OF 22/14A, SADAK SARE AAM, SHAKTI NAGAR DELHI",2017-01-06,2017-01-06,Friday,NORTH,8166031170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166031170005,5,2017-01-06,ROOP NAGAR,14:05,283,13:15,13:15,obstruction by a person,obstruction by a person
1 IPC 1860,"149E, KAMLA NAGAR DELHI",2017-01-09,2017-01-10,INTERVENING DAY,NORTH,8166031170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8166031170006,,2017-01-10,ROOP NAGAR,10:30,380,20:30,08:00,Theft,Theft
