acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge
1 IPC 1860,"H NO. 47, CHURIYA MOHALLA, TEHKHAND VILL OlA-l, NEW DELHI, 110020",2017-01-16,2017-01-16,Monday,SOUTH-EAST,8955013170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170015,7,2017-01-16,OKHLA INDUSTRIAL AREA,19:45,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"INFRONT OF KALKAJI DEPOT, MAA ANANDMAI MARG, OKHLA PHASE-ll, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH-EAST,8955013170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170016,7,2017-01-17,OKHLA INDUSTRIAL AREA,17:20,279/337,20:30,20:30,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"H.NO.A-103, HARKESH NAGAR, OKHLA PHASE-ll, NEW DELHI",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955013170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170019,7,2017-01-17,OKHLA INDUSTRIAL AREA,22:45,188,21:00,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 598, KUMHAR MOHALLA, VILLAGE TEHKHAND, OlA—l NEW DELHI, 110020",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955013170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170021,7,2017-01-18,OKHLA INDUSTRIAL AREA,22:00,188,21:00,21:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 270, MATA MOHALLA, VILLAGE TEHKHAND, OlA—l NEW DELHI, 110020",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955013170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170022,7,2017-01-19,OKHLA INDUSTRIAL AREA,20:45,188,19:15,19:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 216, MATA MOHALLA, VILLAGE TEHKHAND, OlA—l NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955013170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170023,7,2017-01-21,OKHLA INDUSTRIAL AREA,21:10,188,20:10,20:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. H-41, HARKESH NAGAR, OlA-ll NEW DELHI",2017-01-21,2017-01-21,Saturday,SOUTH-EAST,8955013170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170024,7,2017-01-21,OKHLA INDUSTRIAL AREA,21:40,188,20:30,20:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H NO. G-209, NEAR SABJI MANDI SHIV MANDIR, HARKESH NAGAR OlA—Il, NEW DELHI, 110020",2017-01-22,2017-01-22,Sunday,SOUTH-EAST,8955013170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170025,7,2017-01-22,OKHLA INDUSTRIAL AREA,20:50,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO. 340, MAVI MOHALLA, VILLAGE TEHKHAND, OlA-l NEW DELHI, 110020",2017-01-22,2017-01-22,Sunday,SOUTH-EAST,8955013170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170026,8,2017-01-22,OKHLA INDUSTRIAL AREA,23:45,188,22:20,22:20,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"8-184/31, NEW SANJAY CAMP, PART-II OlA-I, NEW DELHI, 110020",2017-01-23,2017-01-23,Monday,SOUTH-EAST,8955013170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170029,5,2017-01-23,OKHLA INDUSTRIAL AREA,22:05,363,15:30,15:30,Kidnapping,Kidnapping
1 IPC 1860,"JHUGGI NO. B-101, GOLA KUAN, TEHKHAND VILLAGE, OlA-l NEW DELHI, 110020",2017-01-25,2017-01-26,INTERVENING DAY,SOUTH-EAST,8955013170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955013170030,,2017-01-26,OKHLA INDUSTRIAL AREA,10:30,363,23:00,03:30,Kidnapping,Kidnapping
1 IPC 1860,"C V RAMAN MARG TOWARDS SARAI JULLENA OPP. LAL PATH LAB, IN FRONT OF GATE NO. 2, CHA

ﬁl Il_I/I IAl-I AHA“ ﬂl-I ﬁFnﬂklhAI-I\l ﬁﬂl Inf‘l I'\I_I I II",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955003170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955003170005,8,2017-01-06,NEW FRIENDS COLONY,00:40,379,23:00,23:15,Theft,Theft
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 895500301",,,,SOUTH-EAST,8955003170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955003170011,,,NEW FRIENDS COLONY,,354/354(B)/342,12/01/2017,12/01/2017,Women abuse-sexual harrasement-wrongful confinement,sexual harrasement
1 IPC 1860,"11%;""? 35m C V RAMAN MARG, NEW DELHI",2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955003170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955003170019,7,2017-01-18,NEW FRIENDS COLONY,22:05,379/34,20:45,20:45,Theft,Theft
1 IPC 1860,"H NO 8-265/101 PAHARI No.1, TAIMOOR NAGAR NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH-EAST,8955003170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955003170020,6,2017-01-18,NEW FRIENDS COLONY,23:00,363,16:00,16:00,Kidnapping,Kidnapping
1 IPC 1860,"ma rﬁar DTC am an, EOK, NEW DELHI",2017-01-19,2017-01-19,Thursday,SOUTH-EAST,8955007170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955007170023,5,2017-01-19,AMAR COLONY,16:15,379/356/411/34,15:00,15:00,Snatching-Theft,Snatching
1 IPC 1860,Ww$mﬁeﬁﬁamgﬁwﬁmﬁﬁgmﬁéﬁwﬁ,2017-01-18,2017-01-18,Wednesday,SOUTH-EAST,8955007170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955007170024,8,2017-01-19,AMAR COLONY,16:35,279/337,22:00,22:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"IN FRONT OF W-1‘I3, GK-ll, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH-EAST,8955010170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170006,4,2017-01-13,CHITRANJAN PARK,14:45,279,10:40,10:40,Rash driving,Rash driving
1 IPC 1860,"W-‘I W-BLOCK, GK—Il, NEW DELHI",2017-01-22,2017-01-22,Sunday,SOUTH-EAST,8955010170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170012,3,2017-01-22,CHITRANJAN PARK,16:25,279/337,08:30,08:30,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"IN FRONT OF W-147 GF, GK-ll, NEW DELHI",2017-01-30,2017-01-30,Monday,SOUTH-EAST,8955010170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170014,1,2017-01-30,CHITRANJAN PARK,17:10,427/506/509,03:30,03:30,Criminal intimidation-mischief-sexual harrasement,sexual harrasement
1 IPC 1860,"S-BLOCK, GK—Il, NEW DELHI",,,,SOUTH-EAST,8955010170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170018,,2017-02-10,CHITRANJAN PARK,19:45,283,,,obstruction by a person,obstruction by a person
1 IPC 1860,"FOOTPATH, NEAR KOHINOOR MALL ROAD, GK-Il, NEW DELHI",,,,SOUTH-EAST,8955010170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955010170022,,2017-02-10,CHITRANJAN PARK,20:55,283,,,obstruction by a person,obstruction by a person
1 IPC 1860,"Distance from P.S (am i} gﬁ sh? Eran): SOUTH-EAST, 02 KM(5) Beat No(EﬁE arr.) : 895501101",,,,SOUTH-EAST,8955011170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170003,,,SARITA VIHAR,,279/337,12/01/2017,12/01/2017,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"MATHURA ROAD BADARPUR TO ASHRAM CARRAGE WAY, HARKESH NAGAR BUS STOP a Siﬁ $111

wra- ﬁAHI'I'A\IIIIAHLIl—lﬂlnl—IIII",2017-01-17,2017-01-17,Tuesday,SOUTH-EAST,8955011170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170007,8,2017-01-18,SARITA VIHAR,00:55,279/304A,22:53,22:53,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"578, RAJEEV CAMP PART-2, DARIY FARM, %5 1% aﬁm ﬁrm :rgf ﬁa—oﬁ",2016-12-26,2016-12-26,Monday,SOUTH-EAST,8955011170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955011170012,1,2017-01-19,SARITA VIHAR,22:30,451/354/509/34,00:00,00:00,house-trespass-sexual harrasement,sexual harrasement
1 IPC 1860,"INFRONT OF H NO F-Il/68, MADANGIR NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH-EAST,8955015170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955015170012,1,2017-01-09,AMBEDKAR NAGAR,07:45,379/34,00:15,00:15,Theft,Theft
1 IPC 1860,"RZ-2062, G FLOOR GALI No.27, TKD EXTN., NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH-EAST,8955002170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170009,7,2017-01-05,GOVIND PURI,19:30,188,18:00,19:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH, 0.6 KM(s) Beat N0(Eﬁ?: arr.) : 895500204",,,,SOUTH-EAST,8955002170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8955002170022,,,GOVIND PURI,,376/354(A)/323/50‘,,,Causing hurt-Rape-sexual harrasement,Rape
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817304210",,,,NORTH EAST,8173042170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170002,,,SEELAMPUR,,354/354(A)/354(B)J,31/12/2016,31/12/2018,sexual harrasement,sexual harrasement
1 IPC 1860,"JHUGGI No.70, NEAR NEEMA WALI MASJID, NEW SEELAMPUR DELHI.",2017-01-10,2017-01-11,INTERVENING DAY,NORTH EAST,8173042170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170020,,2017-01-11,SEELAMPUR,11:15,363,10:00,10:00,Kidnapping,Kidnapping
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817304209",,,,NORTH EAST,8173042170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173042170028,,,SEELAMPUR,,365/328/506/376,02/12/2016,02/12/2018,Criminal intimidation-Kidnapping-Rape,Rape
1 IPC 1860,"1ST PUSTA USMANPUR, @rﬁﬁ mm, W aﬁr ah: 3mm: DELHI",2017-01-05,2017-01-05,Thursday,NORTH EAST,8173030170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173030170010,7,2017-01-05,NEW USMANPUR,22:45,392/394/397/411/3,19:30,19:30,Robbery-Theft,Robbery
1 IPC 1860,mﬁmaﬁmﬁaﬁﬁmﬁmmyaﬁﬁmﬁmﬁgmﬁmmaﬁmﬁm,2017-01-08,2017-01-08,Sunday,NORTH EAST,8173030170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173030170013,5,2017-01-08,NEW USMANPUR,15:25,279/338,13:21,13:21,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"2Mﬁﬁﬁﬁ$mﬁméﬂg%m,mﬁg§ﬁwﬁ",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173030170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173030170014,7,2017-01-08,NEW USMANPUR,23:05,392/34,19:15,19:15,Robbery,Robbery
1 IPC 1860,"NEAR 5TH PUSTA Wiﬁfﬁﬂﬁ S. PARK, DELHI",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173030170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173030170015,7,2017-01-08,NEW USMANPUR,23:20,392/411/34,20:30,20:30,Robbery-Theft,Robbery
1 IPC 1860,"SHASTRI PARK TO ISBT, Grier awﬁ E's—GE ER, ma? trafﬁc; Fungi: $1 100 aﬁa am, DELHI",2017-01-13,2017-01-13,Friday,NORTH EAST,8173030170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173030170022,4,2017-01-13,NEW USMANPUR,15:50,279/337,12:05,12:05,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): NORTH, 1 KM(s) Beat N0(Eﬁ?: arr.) : 817305408",,,,NORTH EAST,8173054170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170006,,,GOKUL PURI,,376/506,16/12/2016,16/12/2016,Criminal intimidation-Rape,Rape
1 IPC 1860,"H.NO.2, GALI NO.2,TI'H1EIT§ ﬁlm, may; DELHI-110094",2017-01-09,2017-01-09,Monday,NORTH EAST,8173054170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170007,4,2017-01-09,GOKUL PURI,21:30,363,12:00,12:00,Kidnapping,Kidnapping
1 IPC 1860,"GALI No.11, IN FRONT OF BHAGIRATHI VIHAR, DELHI-110094",2017-01-09,2017-01-09,Monday,NORTH EAST,8173054170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170009,8,2017-01-10,GOKUL PURI,08:15,323/341,23:30,23:30,Causing hurt-wrong restraint,Causing hurt-wrong restraint
1 IPC 1860,"E-223, GALI No.8, CHAND BAGH, DELHI-110094",2017-01-13,2017-01-13,Friday,NORTH EAST,8173054170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170010,5,2017-01-13,GOKUL PURI,15:10,188,14:00,14:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"(3-43, GALI No.5, CHAMAN PARK, DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173054170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170011,6,2017-01-14,GOKUL PURI,18:25,188,17:10,17:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.2216, GALI No.23, NEW MUSTAFABAD, DELHI-94",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173054170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170013,4,2017-01-15,GOKUL PURI,11:25,188,11:00,11:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.226‘I, GALI No.23, NEW MUSTAFABAD, DELHI, 110094",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173054170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170014,5,2017-01-15,GOKUL PURI,15:00,188,14:00,14:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"B-36, gm zﬁzﬁ, rn'ar Thaw; ﬁa—aﬁ",2017-01-16,2017-01-16,Monday,NORTH EAST,8173054170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170018,6,2017-01-16,GOKUL PURI,19:30,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"NEAR UNION BANK, GALI No.2, GOKALPUR VILLAGE, DELHI",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173054170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170022,7,2017-01-18,GOKUL PURI,18:00,328/379/34,19:15,19:15,Theft,Theft
1 IPC 1860,"H.NO.112, GALI No.1, MOONGA NAGAR, DELHI-110094",2017-01-19,2017-01-19,Thursday,NORTH EAST,8173054170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170024,6,2017-01-19,GOKUL PURI,17:00,188,16:00,16:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,Wrﬁaﬁgﬁm%m,2016-10-17,2016-10-17,Monday,NORTH EAST,8173054170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170026,3,2017-01-20,GOKUL PURI,14:00,341/323/506/34,07:45,07:45,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint
1 IPC 1860,"H.NO.536, E-BLOCK GALI No.22, OLD MUSTAFABAD, DELHI, 110094",2017-01-22,2017-01-22,Sunday,NORTH EAST,8173054170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173054170030,5,2017-01-22,GOKUL PURI,14:00,188,13:15,13:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H N02W3.1mmm,ﬁQWgﬁﬂ§lﬁﬁq§Lm",2016-12-31,2016-12-31,Saturday,NORTH EAST,8173057170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170002,4,2017-01-03,SONIA VIHAR,11:15,363,12:00,12:00,Kidnapping,Kidnapping
1 IPC 1860,"G-1Wﬁ3,20;ﬁTﬁE,G-3ﬁmﬁﬁmmﬁﬁﬁmﬁgﬁﬁﬁﬁ",2017-01-14,2017-01-14,Saturday,NORTH EAST,8173057170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170011,6,2017-01-14,SONIA VIHAR,16:55,283,16:30,16:30,obstruction by a person,obstruction by a person
1 IPC 1860,"44, KHASRA No.42 AMBEY COLONY, CHAUHAN PATTI DELHI",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173057170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170013,6,2017-01-15,SONIA VIHAR,17:20,188,16:00,16:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"Eﬁﬁmﬁmtgwnﬁgﬁmﬁﬁaﬁﬁmﬁzaamﬁﬁm, SONIA VIHAR DELHI",2017-01-15,2017-01-15,Sunday,NORTH EAST,8173057170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170014,6,2017-01-15,SONIA VIHAR,21:25,279/304A,17:22,17:22,Negligence conduct-Rash driving,Rash driving
1 IPC 1860,"E-2/784, GALI No.13, 4TH PUSTA, SONIA VIHAR DELHI",2017-01-16,2017-01-16,Monday,NORTH EAST,8173057170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170015,5,2017-01-16,SONIA VIHAR,15:30,188,14:45,14:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"02/808, GALI No.14, IIND PUSTA, SONIA VIHAR DELHI",2017-01-22,2017-01-22,Sunday,NORTH EAST,8173057170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173057170025,4,2017-01-22,SONIA VIHAR,12:55,188,12:30,12:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 817302502",,,,NORTH EAST,8173025170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170005,,,NAND NAGRI,,341/354/354(D)/50,02/01/2017,02/01/2017,Stalking-sexual harrasement-wrong restraint,sexual harrasement
1 IPC 1860,Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 817302508,,,,NORTH EAST,8173025170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173025170007,,,NAND NAGRI,,186/332/353,26/12/2016,26/12/2016,Disobedience to pub. Serv. Order-hurting public servant,Disobedience to pub. Serv. Order-hurting public servant
1 IPC 1860,"IN FRONT OF mmw,ﬁuﬁmﬁg,aﬁﬁﬁﬁﬁmﬁ7ﬁ- 93",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173055170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170003,7,2017-01-05,HARSH VIHAR,19:00,323/324/3411’34,19:00,19:00,Causing hurt-hurt by dangerous weapons,Causing hurt-hurt by dangerous weapons
1 IPC 1860,"Distance from P.S (am i} g8 sh? Eran): EAST, 2 KM(s) Beat No(EﬁE arr.) : 817305502",,,,NORTH EAST,8173055170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170005,,,HARSH VIHAR,,498A/406/34,,,Criminal breach of trust-domestic abuse,domestic abuse
1 IPC 1860,"GOVT. B.S.S W, m 25 mi, ﬁn 3m ﬁg 36f Eran, Ewﬁ- 93,",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173055170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170007,1,2017-01-12,HARSH VIHAR,18:15,394/34,00:30,00:30,Robbery,Robbery
1 IPC 1860,"m 30-17110, mﬁa WW ﬁrﬁm nr—sﬂaﬁ, ﬁmgﬁaﬁn mama, DELHI- 93",2017-01-16,2017-01-16,Monday,NORTH EAST,8173055170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170015,5,2017-01-16,HARSH VIHAR,15:40,188,14:50,14:50,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"mmaﬁmﬁmﬁwaﬁﬁaﬁlﬁm,ﬁwﬁ",2016-09-28,2016-09-28,Wednesday,NORTH EAST,8173055170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170016,7,2017-01-16,HARSH VIHAR,16:30,354/509/34,20:30,20:30,sexual harrasement,sexual harrasement
1 IPC 1860,"A— 3, GALI NO. 7,14113‘Iaﬁﬁmnﬁa—aﬁ- 93",2017-01-16,2017-01-16,Monday,NORTH EAST,8173055170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170017,6,2017-01-16,HARSH VIHAR,18:00,188,17:40,17:40,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.B-17,1§Im:ro 54, Bm,mwﬁwﬁ",2017-01-17,2017-01-17,Tuesday,NORTH EAST,8173055170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170019,7,2017-01-17,HARSH VIHAR,21:00,188,19:30,19:30,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO.263, GALI No.15, NEAR RANA CHAUPAL, VILL SABOLI DELHI",2017-01-22,2017-01-22,Sunday,NORTH EAST,8173055170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173055170029,7,2017-01-22,HARSH VIHAR,19:50,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order
1 IPC 1860,"H.NO-601, GALI No.8, PH-5, SHIV VIHAR KARAWAL NAGAR, DELHI",2017-01-01,2017-01-01,Sunday,NORTH EAST,8173016170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170007,4,2017-01-03,KARAWAL NAGAR,16:05,363,10:30,11:00,Kidnapping,Kidnapping
1 IPC 1860,"IN FRONT OF aﬁﬁ ﬁ'grﬁ SWEET, $1311 Era ﬁg, Emma HTR 12741-94",2017-01-08,2017-01-08,Sunday,NORTH EAST,8173016170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170009,7,2017-01-09,KARAWAL NAGAR,06:50,323/324,20:45,20:45,Causing hurt-hurt by dangerous weapons,Causing hurt-hurt by dangerous weapons
1 IPC 1860,"GALI No.7, PH-2, SHIV VIHAR, KARAWAL NAGAR",2017-01-09,2017-01-09,Monday,NORTH EAST,8173016170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170010,6,2017-01-09,KARAWAL NAGAR,17:40,379/356/34,16:15,16:15,Snatching-Theft,Snatching
1 IPC 1860,"MAIN BRIJPURI ROAD, INFRONT OF GALI No.2, OLD MUSTAFABAD, KARAWAL NAGAR",2017-01-10,2017-01-10,Tuesday,NORTH EAST,8173016170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170011,3,2017-01-10,KARAWAL NAGAR,12:45,279/337,08:00,08:00,Rash driving-endangering safety of others,Rash driving
1 IPC 1860,"INFRONT OF 127, GALI No.2, OLD MUSTAFABAD, KARAWAL NAGAR",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173016170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170013,7,2017-01-12,KARAWAL NAGAR,16:25,323/341/506/34,20:00,20:00,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint
1 IPC 1860,"A—208, GALI No.6, MAHALAXMI ENCLAVE, KARAWAL NAGAR",2017-01-11,2017-01-11,Wednesday,NORTH EAST,8173016170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170014,5,2017-01-12,KARAWAL NAGAR,18:00,363,15:00,15:00,Kidnapping,Kidnapping
1 IPC 1860,"37, GALI No.1, PH-5, SHIV VIHAR, KARAWAL NAGAR",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173016170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170016,5,2017-01-12,KARAWAL NAGAR,19:40,363,15:30,15:30,Kidnapping,Kidnapping
1 IPC 1860,"F-18-17, GALI No.3, ANKUR ENCLAVE, KARAWAL NAGAR, DELHI",2017-01-12,2017-01-12,Thursday,NORTH EAST,8173016170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170017,7,2017-01-13,KARAWAL NAGAR,03:30,363,19:00,19:00,Kidnapping,Kidnapping
1 IPC 1860,"H.NO.C-118, GALI No.3 PH-2, SHIV VIHAR KARAWAL NAGAR",2017-01-03,2017-01-03,Tuesday,NORTH EAST,8173016170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8173016170018,6,2017-01-13,KARAWAL NAGAR,17:15,363,18:00,18:00,Kidnapping,Kidnapping
