acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto
1 IPC 1860,"RING ROAD INFRONT OF, GURUDWARA MOTI BAGH NEW DELHI",2017-02-21,2017-02-21,Tuesday,SOUTH DELHI,8167011170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170013,4,2017-02-22,SOUTH CAMPUS,19:40,279/337,10:00,10:00
1 IPC 1860,"INFRONT OF ARSD COLLEGE, RING ROAD NEW DELHI",2017-02-26,2017-02-26,Sunday,SOUTH DELHI,8167011170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170014,4,2017-02-26,SOUTH CAMPUS,18:15,279/337,12:30,12:30
1 IPC 1860,"H NO 235 3RD FLOOR, SATYA NIKETAN NEW DELHI",,,,SOUTH DELHI,8167011170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170015,,2017-02-27,SOUTH CAMPUS,19:00,406/12OB,,
1 IPC 1860,SATYA NIKETAN NEW DELHI,2017-02-28,2017-02-28,Tuesday,SOUTH DELHI,8167011170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170016,5,2017-02-28,SOUTH CAMPUS,16:10,379/511/34,14:30,14:30
1 IPC 1860,"RING ROAD, NEAR MOTI BAGH FLYOVER",2017-03-02,2017-03-02,Thursday,SOUTH DELHI,8167011170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170017,7,2017-03-02,SOUTH CAMPUS,20:30,279/323/427,20:00,20:00
1 IPC 1860,"MOTI BAGH FLYOVER TOWARDS, SHANTI PATH MARG 10METER AHEAD, NEW DELHI",2017-03-07,2017-03-07,Tuesday,SOUTH DELHI,8167011170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170018,6,2017-03-07,SOUTH CAMPUS,18:40,279/337,16:30,16:30
"1 DELHI EXCISE ACT, 2009","BENITO MARG, NEAR MOTI LAL NEHRU COLLEGE",,,,SOUTH DELHI,8167011170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170019,,2017-03-08,SOUTH CAMPUS,07:00,58/33,,
1 IPC 1860,"ARSD COLLEGE, GROUND SOUTH CAMPUS, NEW DELHI",2017-03-09,2017-03-09,Thursday,SOUTH DELHI,8167011170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170020,7,2017-03-09,SOUTH CAMPUS,21:10,379/411/34,20:00,20:00
1 IPC 1860,Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 816701103,,,,SOUTH DELHI,8167011170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170021,,,SOUTH CAMPUS,,279/337,13/03/2017,13/03/2017
1 IPC 1860,"RTR MARG NEAR SEC-12 R.K PURAM, RED LIGHT TOWARDS BASANT GAON",2017-03-16,2017-03-16,Thursday,SOUTH DELHI,8167011170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170022,5,2017-03-16,SOUTH CAMPUS,16:15,279/427,13:30,13:30
1 IPC 1860,"RAO TULA MARG, BESIDE WEST END MARG, TOWARDS MOTI BAGH , NEW DELHI",2017-03-14,2017-03-14,Tuesday,SOUTH DELHI,8167011170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170023,3,2017-03-16,SOUTH CAMPUS,16:50,279/337,08:25,08:25
1 IPC 1860,"SERVICE LANE RING ROAD NEAR GURUDWARA, NANAK PURA NEW DELHI",2017-03-17,2017-03-17,Friday,SOUTH DELHI,8167011170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170024,6,2017-03-17,SOUTH CAMPUS,21:20,379,18:40,18:40
"1 DELHI EXCISE ACT, 2010",RING ROAD TOWARDS AIIMS,2017-03-18,2017-03-18,Saturday,SOUTH DELHI,8167011170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170025,3,2017-03-18,SOUTH CAMPUS,07:35,33/58,07:35,07:35
1 IPC 1860,ARSD COLLEGE NEW DELHI,2017-03-17,2017-03-17,Friday,SOUTH DELHI,8167011170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170026,5,2017-03-17,SOUTH CAMPUS,13:30,279/337,13:30,13:30
1 IPC 1860,"J-321, J J CAMP SHRI RAM, NANAKPURA, NEW DELHI",2017-03-23,2017-03-23,Thursday,SOUTH DELHI,8167011170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170027,3,2017-03-23,SOUTH CAMPUS,22:35,363,08:00,08:00
1 IPC 1860,TPT COMPANY TOWARDS AIIMS ROAD,2017-03-24,2017-03-24,Friday,SOUTH DELHI,8167011170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170028,7,2017-03-24,SOUTH CAMPUS,21:15,356/379/34,21:15,21:15
1 IPC 1860,"MOTI BAGH FLY OVER RED LIGHT, RTR MARG",2017-04-01,2017-04-01,Saturday,SOUTH DELHI,8167011170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170029,5,2017-04-01,SOUTH CAMPUS,14:55,323/341/427/506/5,14:50,14:50
1 IPC 1860,"RED LIGHT, MOTI BAGH FLYOVER RTR MARG",2017-04-01,2017-04-01,Saturday,SOUTH DELHI,8167011170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170030,5,2017-04-02,SOUTH CAMPUS,00:15,323/354(A)/427/50‘,14:40,14:40
1 IPC 1860,"IIT GATE, ROSE GARDEN V. VIHAR",2017-01-01,2017-01-01,Sunday,SOUTH DELHI,8167059170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170002,5,2017-01-01,VASANT VIHAR,15:01,356/379/34,14:00,14:00
1 IPC 1860,"105, MUNIRKA VIHAR, NEW DELHI",,,,SOUTH DELHI,8167059170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170003,,2017-01-02,VASANT VIHAR,19:20,420/406,,
"1 DELHI PUBLIC GAMBLING ACT, 1955","H.NO. BOB Eﬁmnﬁmﬁaam, gﬁmrﬁ’a, :rsfﬁo—oﬁ",2017-01-02,2017-01-02,Monday,SOUTH DELHI,8167059170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170004,7,2017-01-02,VASANT VIHAR,22:45,12/9/55,19:50,19:50
1 IPC 1860,Distance from P.S (am i} g8 sh? Eran): Beat No(EﬁE arr.) : 816705910,,,,SOUTH DELHI,8167059170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170005,,,VASANT VIHAR,,279/337/427,02/01/2017,02/01/2017
1 IPC 1860,"A—10/5, VASANT VIHAR, NEW DELHI",2016-12-23,2016-12-23,Friday,SOUTH DELHI,8167059170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170006,8,2017-01-03,VASANT VIHAR,21:00,452/323/506/34,22:30,22:30
1 IPC 1860,"NEHRU PLACE TO PALAM MARG, NEAR JIA SARAI , NEW DELHI",2017-01-04,2017-01-04,Wednesday,SOUTH DELHI,8167059170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170007,7,2017-01-04,VASANT VIHAR,20:35,379,19:30,19:30
1 IPC 1860,"16 POORVI APARTMENT, V VIHAR,, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167059170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170008,6,2017-01-05,VASANT VIHAR,19:45,509,18:00,18:00
1 IPC 1860,"MTNL OFFICE 25 amﬁr gﬁm mn‘, NEW DELHI",2017-01-05,2017-01-05,Thursday,SOUTH DELHI,8167059170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170009,6,2017-01-05,VASANT VIHAR,19:50,379/356/34,16:30,16:30
1 IPC 1860,"H.NO. 401, MUNIRKA NEAR PAL DAIRY, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH DELHI,8167059170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170010,1,2017-01-06,VASANT VIHAR,02:40,379/411,01:00,01:00
1 IPC 1860,"BE- 8A, DDA FLATS, MUNIRKA, NEW DELHI",,,,SOUTH DELHI,8167059170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170011,,2017-01-06,VASANT VIHAR,08:45,457/380,,
1 IPC 1860,"POORVI MARG RED LIGHT, VASANT VIHAR, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH DELHI,8167059170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170012,6,2017-01-06,VASANT VIHAR,21:35,279/337,17:30,17:30
1 IPC 1860,"SATYA NIKETAN TO BER SARAI, RUNNING BY BUS",2017-01-06,2017-01-06,Friday,SOUTH DELHI,8167059170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170013,5,2017-01-07,VASANT VIHAR,12:15,379,15:45,15:45
1 IPC 1860,"289, MUNIRKA VILLAGE, NEW DELHI",2017-01-06,2017-01-06,Friday,SOUTH DELHI,8167059170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170014,7,2017-01-07,VASANT VIHAR,18:10,509/323,20:00,20:00
1 IPC 1860,"SHOP NO. 92/3, IN FRONT OF PRATAP MARKET, MUNIRKA VILLAGE, NEW DELHI",2017-01-08,2017-01-08,Sunday,SOUTH DELHI,8167059170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170015,6,2017-01-08,VASANT VIHAR,18:40,379,17:30,17:30
1 IPC 1860,"B/4/3, 2ND FLOOR, VASANT VIHAR, NEW DELHI",2017-01-09,2017-01-09,Monday,SOUTH DELHI,8167059170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170016,5,2017-01-09,VASANT VIHAR,15:30,341/506/34,14:20,14:20
1 IPC 1860,UNKNOWN,2017-01-09,2017-01-09,Monday,SOUTH DELHI,8167059170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170017,8,2017-01-10,VASANT VIHAR,16:10,420,23:21,23:30
1 IPC 1860,"H.NO. 251, ROOM NO. 17, 4TH FLOOR, MUNIRKA VILLAGE NEW DELHI",2017-01-11,2017-01-11,Wednesday,SOUTH DELHI,8167059170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170018,8,2017-01-12,VASANT VIHAR,00:40,380/511,22:30,22:30
1 IPC 1860,"ﬁTrr THEE? OPPOSITE IIT, OUTER RING ROAD, NEW DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167059170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170019,4,2017-01-12,VASANT VIHAR,17:45,279/337,11:10,11:10
1 IPC 1860,"3A, PH.-II, QUTAB ENCLAVE, KATWARIA SARAI, NEW DELHI",,,,SOUTH DELHI,8167059170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170020,,2017-01-12,VASANT VIHAR,23:20,454/380,,
1 IPC 1860,"OUTER RING ROAD NEAR ALKAUZAR, DELHI",2017-01-12,2017-01-12,Thursday,SOUTH DELHI,8167059170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170021,8,2017-01-13,VASANT VIHAR,00:30,427/379,22:00,22:00
1 IPC 1860,"BABA GANG NATH MARG, DDA FLAT GATE, NEW DELHI",2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167059170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170022,5,2017-01-14,VASANT VIHAR,17:05,379,15:00,15:00
1 IPC 1860,"H.NO. 66, MATA CHOWK, RANGPURI PAHARI, NEW DELHI",2014-02-24,2017-01-14,INTERVENING DAY,SOUTH DELHI,8167059170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170023,,2017-01-14,VASANT VIHAR,18:10,498A/406,00:00,00:00
1 IPC 1860,BABA GANGNATH MARG RED LIGHT,2017-01-14,2017-01-14,Saturday,SOUTH DELHI,8167059170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170024,6,2017-01-14,VASANT VIHAR,20:15,279/337,18:30,18:30
1 IPC 1860,"LUXMAN SINGH COMPLEX, D-2‘I1, G. FLOOR, MANGAL CYBER CAFE, MUNIRKA, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167059170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170025,4,2017-01-15,VASANT VIHAR,13:15,188,12:15,12:15
1 IPC 1860,"H.NO. BOB, MUNIRKA VILLAGE, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167059170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170026,5,2017-01-15,VASANT VIHAR,14:40,188,13:30,13:30
1 IPC 1860,"A—115, KATWARIA SARAI, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167059170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170027,6,2017-01-15,VASANT VIHAR,17:25,188,16:00,16:00
1 IPC 1860,"47, D/3, GROUND FLOOR, ACN CYBER CAFE, JIA SARA, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167059170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170028,6,2017-01-15,VASANT VIHAR,17:40,188,16:30,16:30
1 IPC 1860,"203A, BASANT GAON",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167059170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170029,6,2017-01-15,VASANT VIHAR,17:50,188,16:15,16:15
1 IPC 1860,"UDOPI MARKET, MUNIRKA VILLAGE, NEW DELHI",2017-01-15,2017-01-15,Sunday,SOUTH DELHI,8167059170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170030,7,2017-01-15,VASANT VIHAR,21:35,379,19:30,19:30
1 IPC 1860,"H NO 207, JIND PUR COLONY, MUKHMELPUR, DELHI",2016-12-31,2016-12-31,Saturday,ROHINI,8959004170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170003,7,2017-01-01,ALIPUR,02:10,452/308/506/427/3,21:30,21:30
1 IPC 1860,"LOWER GTK ROAD, NEAR YADU GREEN, RESORT ALIPUR, DELHI",2017-01-03,2017-01-03,Tuesday,ROHINI,8959004170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170004,3,2017-01-03,ALIPUR,11:30,279/337,08:40,08:40
1 IPC 1860,"LOTUS GARDEN FARM HOUSE, asmnﬁmatgzﬁwﬁ",2017-01-03,2017-01-03,Tuesday,ROHINI,8959004170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170005,4,2017-01-03,ALIPUR,13:05,279/337,11:14,11:14
1 IPC 1860,"LUTHRA FARM HOUSE, VILL BAKOLI DELHI",,,,ROHINI,8959004170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170006,,2017-01-03,ALIPUR,17:30,365,,
1 IPC 1860,"MAIN GTK ROAD, Wﬁﬁl‘rﬁﬂﬁﬁﬁm, ROAD ER Wﬁéﬁ",2017-01-04,2017-01-04,Wednesday,ROHINI,8959004170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170007,7,2017-01-04,ALIPUR,21:20,279/337,19:11,19:11
1 IPC 1860,"KH NO 336/13, NEAR BY K M PUBLIC SCHOOL, VILLEGE HAMIDPUR DELHI",,,,ROHINI,8959004170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170008,,2017-01-06,ALIPUR,17:15,498A/406/34,,
1 IPC 1860,"H NO 114, POCKET 13, B 4 NARELA, DELHI",,,,ROHINI,8959004170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170009,,2017-01-11,ALIPUR,00:30,363,,
1 IPC 1860,"SINGHU BORDER GT ROAD, ALIPUR DELHI",2017-01-11,2017-01-11,Wednesday,ROHINI,8959004170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170010,7,2017-01-11,ALIPUR,21:00,279,19:30,19:30
"1 DELHI EXCISE ACT, 2009","HANUMAN DHARAM KANTA SE AAGE BAKOLI JANE WALA ROAD, VILLEGE HAMIDPUR DELHI",2017-01-13,2017-01-13,Friday,ROHINI,8959004170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170011,1,2017-01-13,ALIPUR,00:35,33/58,00:25,00:25
"1 DELHI EXCISE ACT, 2010","80 PHOOTA RED LIGHT, GTK ROAD DELHI",2017-01-13,2017-01-13,Friday,ROHINI,8959004170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170012,1,2017-01-13,ALIPUR,02:45,33/58,02:30,02:30
"1 DELHI EXCISE ACT, 2009","OLD GT ROAD PALLA MOD, GANDA NALA, NEAR PULIYA ALIPUR DELHI",2017-01-13,2017-01-13,Friday,ROHINI,8959004170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170013,3,2017-01-13,ALIPUR,12:05,33/58(d),09:05,09:05
1 IPC 1860,"INFRONT OF SINGHU VILLAGE, GT ROAD",2017-01-13,2017-01-13,Friday,ROHINI,8959004170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170014,7,2017-01-13,ALIPUR,23:00,279/304A,20:00,20:00
1 IPC 1860,"KH NO 101, NEAR RAJDHANI DHARAM KANTA, SEED FARM ROAD, ALIPUR DELHI",2017-01-13,2017-01-14,INTERVENING DAY,ROHINI,8959004170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170015,,2017-01-14,ALIPUR,13:50,457/380,17:30,09:00
1 IPC 1860,"VILL JHANGOLA NO 2, W SFrl'lef HrF-Il iii-g",2017-01-11,2017-01-12,INTERVENING DAY,ROHINI,8959004170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170016,,2017-01-14,ALIPUR,15:10,363,22:00,06:00
1 IPC 1860,"H NO 99 VILL BUDHPUR, DELHI",2017-01-14,2017-01-14,Saturday,ROHINI,8959004170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170017,6,2017-01-14,ALIPUR,19:45,380,17:00,17:00
1 IPC 1860,"B-2 POCKET F IN FRONT OF H NO 264, NARELA DELHI",2017-01-14,2017-01-14,Saturday,ROHINI,8959004170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170018,4,2017-01-15,ALIPUR,02:00,323/341/506/34,11:30,11:30
1 IPC 1860,"HIRANKI BANDH, THOKAR NO. 34, LAL BUILDING DELHI",2017-01-15,2017-01-15,Sunday,ROHINI,8959004170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170019,1,2017-01-15,ALIPUR,17:30,279/337,00:00,00:00
1 IPC 1860,"OLD GTK ROAD NEAR YADU GREEN, ALIPUR DELHI",2017-01-16,2017-01-16,Monday,ROHINI,8959004170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170020,1,2017-01-16,ALIPUR,02:10,392/34,01:15,01:15
1 IPC 1860,"NEAR TIVOLI GARDEN, NH- GTK ROAD ALIPUR DELHI",2017-01-19,2017-01-19,Thursday,ROHINI,8959004170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170021,1,2017-01-19,ALIPUR,05:50,379,03:15,03:15
1 IPC 1860,"JATO WALI GALI, VILL TIKRI KHURD DELHI",2017-01-19,2017-01-19,Thursday,ROHINI,8959004170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170022,1,2017-01-19,ALIPUR,06:05,323/341/427/34,02:00,02:00
1 IPC 1860,"SHELTER ROOM OF AIRTEL TOWER, VILL ALIPUR GARHI DELHI",2017-01-20,2017-01-20,Friday,ROHINI,8959004170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170023,1,2017-01-20,ALIPUR,08:00,392/34,03:00,03:00
1 IPC 1860,".. \wx‘ ”xv... 1""

Distance from P.S (211m fr :3 sh? ﬁrm): Beat N0(Eﬁ?: arr.) : 895900402",,,,ROHINI,8959004170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170024,,,ALIPUR,,354(D),28/11/2016,28/11/2016
1 IPC 1860,FIRSAT FARM HOUSE % amen G.T ROAD 34311133 ﬁwﬁ,2017-01-22,2017-01-22,Sunday,ROHINI,8959004170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170025,1,2017-01-22,ALIPUR,07:00,394/397/34,01:00,01:00
1 IPC 1860,"SHIRI NIWASHEHI @ﬁ, at}? 30 5 VILL PALLA",2017-01-21,2017-01-21,Saturday,ROHINI,8959004170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170026,4,2017-01-22,ALIPUR,19:10,363,11:00,11:00
1 IPC 1860,"KHAMPUR RED LIGHT, RING ROAD",2017-01-22,2017-01-22,Sunday,ROHINI,8959004170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170027,6,2017-01-22,ALIPUR,21:05,283/337,18:53,18:53
1 IPC 1860,"KHASRA NO 93/1(1-00)AND 93/2(2—04), JINDPUR ROAD, ALIPUR DELHI",,,,ROHINI,8959004170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170028,,2017-01-26,ALIPUR,18:30,420/471/468/34,,
1 IPC 1860,"PEER WALI GALI, VILL JHANGOLA NO 2",2017-01-26,2017-01-27,INTERVENING DAY,ROHINI,8959004170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170029,,2017-01-27,ALIPUR,11:20,363,22:30,03:00
1 INDIAN ELECTRICITY ACT (AMEND),"HOUSE NO 29 PKT -2, PUNARVAS COLONY, SECTOR B 4 NARELA CITY DELHI",,,,ROHINI,8959004170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170030,,2017-01-27,ALIPUR,19:30,135,,
1 IPC 1860,"H NO 39, VILL SINGHU, DELHI",,,,ROHINI,8959004170031.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959004170031,,2017-01-27,ALIPUR,23:20,457/380,,
1 IPC 1860,"BETWEEN SEC-3 AND SEC-4 DSIIDC, INDUSTRIAL AREA, BAWANA DELHI",2016-12-31,2016-12-31,Saturday,ROHINI,8959001170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170002,1,2017-01-02,BAWANA,12:05,379,00:00,00:00
1 IPC 1860,"F-B, SEC-4 DSIIDC, BAWANA DELHI",2017-01-02,2017-01-03,INTERVENING DAY,ROHINI,8959001170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170003,,2017-01-03,BAWANA,09:40,457/380,20:00,09:00
1 IPC 1860,"KASHRA NO. 154/950, SULTAN PUR ROAD, POOTH KHURD DELHI",2017-01-04,2017-01-04,Wednesday,ROHINI,8959001170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170004,5,2017-01-04,BAWANA,17:00,287/338,14:00,14:00
1 IPC 1860,shamaaévgﬁaﬁiﬁﬁﬁ,2017-01-08,2017-01-08,Sunday,ROHINI,8959001170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170005,3,2017-01-08,BAWANA,10:15,356/379/34,09:05,09:05
1 IPC 1860,"J BLOCK, SEC-4 DSIIDC, BAWANA DELHI",2017-01-08,2017-01-08,Sunday,ROHINI,8959001170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170006,3,2017-01-08,BAWANA,10:50,356/379/34,09:15,09:15
1 IPC 1860,"A—113, DSIIDC, SEC-1 DSIIDC, BAWANA",2017-01-11,2017-01-11,Wednesday,ROHINI,8959001170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170007,,2017-01-11,BAWANA,06:45,379,00:00,04:30
1 IPC 1860,"H. NO. B-22, W33, BAWANA DELHI-110039",2017-01-12,2017-01-12,Thursday,ROHINI,8959001170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170008,5,2017-01-12,BAWANA,18:00,354/354(A)/506/50‘,15:00,15:00
1 IPC 1860,"J BLOCK, SEC 2, DSIIDC, BAWANA",2017-01-13,2017-01-13,Friday,ROHINI,8959001170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170009,3,2017-01-13,BAWANA,14:15,379/356/34,09:10,09:10
1 IPC 1860,"E 289, SEC 2, DSIIDC, BAWANA",2017-01-12,2017-01-13,INTERVENING DAY,ROHINI,8959001170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170010,,2017-01-13,BAWANA,15:45,457/380,20:00,11:00
1 IPC 1860,"T POINT B Er C BLOCK CUT, NEAR CHITRA DHARAM KANTA SEC-2, DSIIDC, BAWANA",,,,ROHINI,8959001170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170011,,2017-01-13,BAWANA,15:10,279/337,,
1 IPC 1860,"FACTORY NO. G-71, SEC-2 DSIIDC, BAWANA",2017-01-13,2017-01-13,Friday,ROHINI,8959001170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170012,6,2017-01-13,BAWANA,18:10,288/304A,17:40,17:40
1 IPC 1860,"NEAR PREM PAYU, SULTANTANPUR ROAD",2017-01-14,2017-01-14,Saturday,ROHINI,8959001170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170013,3,2017-01-14,BAWANA,14:50,379,09:00,09:00
1 IPC 1860,"BITE INTERNET CAFE, MAIN ROAD, POOTH KHURD DELHI",2017-01-14,2017-01-15,INTERVENING DAY,ROHINI,8959001170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170014,,2017-01-15,BAWANA,09:35,457/380,21:00,07:00
1 IPC 1860,"FACTORY NO. N-207, SEC-1 DSIIDC, BAWANA",,,,ROHINI,8959001170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170015,,2017-01-15,BAWANA,12:40,457/380,,
1 IPC 1860,"FACTORY NO. -I 137, SEC-1 DSIIDC, BAWANA",2017-01-15,2017-01-15,Sunday,ROHINI,8959001170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170016,5,2017-01-15,BAWANA,15:10,356/379/34,13:35,13:35
1 IPC 1860,"860, PANNA MAUJAN, BAWANA, DELHI",2017-01-12,2017-01-13,INTERVENING DAY,ROHINI,8959001170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8959001170017,,2017-01-13,BAWANA,07:00,380,00:00,06:30
