acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,Formatted_address,Lat,Long,full_charge,group_charge,hour
1 IPC 1860,"VENKTESHWAR MARG, SEC-5 R.K.PURAM, NEW DELHI",2017-01-26,2017-01-26,Thursday,media,8167041170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170022,6,2017-01-26,manobhav,19:05,279,18:45,18:45,"Sri Venkateshwara Mandir Marg, Sector 1, RK Puram, New Delhi, Delhi 110022, India",28.563034100000007,77.18001459999998,Rash driving,Rash driving,18.0
1 IPC 1860,"KAIFI AZAMI MARG, NEAR DPS SCHOOL, SEC-12, R K PURAM NEW DELHI",2017-01-27,2017-01-27,Friday,media,8167041170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170024,8,2017-01-27,manobhav,23:00,279/337,23:00,23:00,"Kaifi Azmi Marg, Sector 12, RK Puram, New Delhi, Delhi 110022, India",28.572018,77.176086,Rash driving-endangering safety of others,Rash driving,23.0
1 IPC 1860,"CHURCH ROAD, R K PURAM NEW DELHI",2017-01-28,2017-01-28,Saturday,media,8167041170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170025,2,2017-01-28,manobhav,07:10,279/337,06:10,06:10,"Sector 2, RamaKrishna Puram, New Delhi, Delhi 110022, India",28.5623321,77.18774140000002,Rash driving-endangering safety of others,Rash driving,6.0
1 IPC 1860,"CPWD OFFICE, SEC-3, R K PURAM NEW DELHI",2017-01-28,2017-01-28,Saturday,media,8167041170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170026,5,2017-01-28,manobhav,16:15,420,15:20,15:20,"RamaKrishna Puram, New Delhi, South West Delhi, Delhi , India, New Delhi, South West Delhi, India, Delhi 110066, India",28.5674339,77.18499240000001,cheating,cheating,15.0
1 IPC 1860,R K PURAM NEW DELHI,2017-02-01,2017-02-01,Wednesday,media,8167041170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170028,5,2017-02-02,manobhav,00:30,363,14:00,14:00,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435,Kidnapping,Kidnapping,14.0
1 IPC 1860,R K PURAM NEW DELHI,2017-02-04,2017-02-04,Saturday,media,8167041170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167041170030,5,2017-04-02,manobhav,16:20,379/34,15:15,15:15,"RK Puram, New Delhi, Delhi, India",28.5660075,77.1767435,Theft,Theft,15.0
1 IPC 1860,"87-C/1, 04, KRISHNA NAGAR, S.J.ENCLAVE NEW DELHI",2015-11-04,2015-11-04,Wednesday,media,8167047170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170003,1,2017-03-01,manobhav,21:30,420,00:00,00:00,"87, Greater Kailash 1 Road, Pamposh Enclave, Greater Kailash, New Delhi, Delhi 110048, India",28.547174,77.245641,cheating,cheating,0.0
1 IPC 1860,"NEAR NCC GATE, CHAUDHARY HARSUKH MARG, S J ENCLAVE, NEW DELHI",2016-10-10,2016-10-10,Monday,media,8167047170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170005,3,2017-05-01,manobhav,13:05,279,08:30,08:30,"112, Chaudhary Hukum Chand Marg, Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.560273100000003,77.19362070000003,Rash driving,Rash driving,8.0
1 IPC 1860,"RING ROAD NEAR S J HOSPITAL BUS STOP, NEW DELHI",2017-01-05,2017-01-05,Thursday,media,8167047170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170006,4,2017-05-01,manobhav,15:15,356/379,12:00,12:00,"IP Estate, Delhi, 110002, India",28.626362,77.24664,Snatching-Theft,Snatching,12.0
1 IPC 1860,"62-D, 03, KRISHNA NAGAR, SJ ENCLAVE, NEW DELHI",2016-12-18,2017-01-07,INTERVENING DAY,media,8167047170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170007,0,2017-07-01,manobhav,19:40,457/380,00:00,00:00,"Krishna Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5640182,77.19272790000002,Theft-house-trespass,Theft,0.0
1 IPC 1860,SPORTS COMPLEX HAUZ KHAS,2017-01-08,2017-01-08,Sunday,media,8167047170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170009,6,2017-09-01,manobhav,17:40,506/341/323/34,18:30,18:30,"1, Africa Ave, Deer Park, Hauz Khas, New Delhi, Delhi 110029, India",28.5599674,77.1885681,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,18.0
1 IPC 1860,"62/1, F.F., ARJUN NAGAR NEW DELHI",2016-12-10,2017-01-09,INTERVENING DAY,media,8167047170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170010,0,2017-09-01,manobhav,18:55,457/380,00:00,00:00,"62, Gali Number 1, Saiyad ul Ajaib, Sainik Farm, New Delhi, Delhi 110044, India",28.519116600000004,77.202111,Theft-house-trespass,Theft,0.0
1 IPC 1860,"B-T/T, SAFDARJUNG ENCLAVE, NEW DELHI",2016-11-09,2016-11-09,Wednesday,media,8167047170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170011,3,2017-10-01,manobhav,21:15,376/506,07:30,07:30,"shop no.17, Mall Rd, Block 17, Central Market, Tilak Nagar, New Delhi, Delhi 110018, India",28.567242600000004,77.1944495,Criminal intimidation-Rape,Rape,7.0
1 IPC 1860,"K—36, 2ND FLOOR GREEN PARK MAIN, NEW DELHI",2017-01-12,2017-01-12,Thursday,media,8167047170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170012,2,2017-12-01,manobhav,15:35,376/34,03:00,06:00,"36, Green Park Extension Marg, Block J, Green Park Extension, Green Park, New Delhi, Delhi 110016, India",28.5606463,77.2014855,Rape,Rape,3.0
1 IPC 1860,"NEAR BADA GURUDWARA ARJUN NAGAR, NEW DELHI",2016-12-23,2016-12-23,Friday,media,8167047170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170013,1,2017-01-13,manobhav,04:30,341/323/506,00:00,00:00,"Shop No. 204, Arjun Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.562524600000003,77.19737009999999,Causing hurt-Criminal intimidation-wrong restraint,Causing hurt-Criminal intimidation-wrong restraint,0.0
1 IPC 1860,"49F, 05, 2ND FLOOR ARJUN NAGAR, SJ ENCLAVE, NEW DELHI",2017-01-13,2017-01-13,Friday,media,8167047170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170014,4,2017-01-13,manobhav,13:35,454/380,10:30,12:00,"b-5/32, Safdarjung Enclave, B-7/Extension, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi, Delhi 110016, India",28.5600007,77.19923759999998,Theft-house-trespass,Theft,10.0
1 IPC 1860,"B-1/8, SAFDARJUNG ENCLAVE NEW DELHI",2016-12-19,2016-12-19,Monday,media,8167047170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170017,0,2017-01-16,manobhav,18:20,354/506/34,14:00,20:00,"95/1, Safdarjung Enclave, B-7/Extension, Block B 7, Arjun Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5598084,77.198852,Criminal intimidation-sexual harrasement,sexual harrasement,14.0
1 IPC 1860,"H-42, 1ST FLOOR GREEN PARK EXTENSION, NEW DELHI",2006-02-28,2017-01-19,INTERVENING DAY,media,8167047170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170018,0,2017-01-19,manobhav,18:15,420/406/34,00:00,00:00,"42, Green Park Extension Marg, Block J, Green Park Extension, Green Park, New Delhi, Delhi 110016, India",28.5606463,77.2014855,Criminal breach of trust-cheating,Criminal breach of trust-cheating,0.0
1 IPC 1860,"ST MARY SCHOOL B-2 S.J ENCLAVE, NEW DELHI",2017-01-19,2017-01-20,INTERVENING DAY,media,8167047170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170019,0,2017-01-20,manobhav,13:25,379,21:00,11:00,"Block B 2, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5643695,77.19089890000002,Theft,Theft,21.0
1 IPC 1860,"ELF CAFE AND BAR, 2ND FLOOR, 26 HAUZ KHAS VILLAGE NEW DELHI",2016-12-31,2016-12-31,Saturday,media,8167047170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170021,8,2017-01-20,manobhav,21:25,341/323/3041'2011'3,22:40,22:40,"26, A, 2nd Floor, Hauz Khas Village, New Delhi, Delhi 110016, India",28.5542594,77.1946477,Causing hurt-wrong restraint,Causing hurt-wrong restraint,22.0
1 IPC 1860,"G-55, GALI NO- 8, ARJUN NAGAR, NEW DELHI",2017-01-20,2017-01-20,Friday,media,8167047170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170022,1,2017-01-21,manobhav,13:10,380,00:00,00:00,"55, Gali Number 8, A Block, Block H, Sangam Vihar, New Delhi, Delhi 110062, India",28.5085202,77.2519822,Theft,Theft,0.0
1 IPC 1860,"H NO.-58—G, ROOM NO.-24, 1ST FLOOR, HUMAYUNPUR, S J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,media,8167047170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170023,4,2017-01-22,manobhav,14:00,188,11:30,11:30,"Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5616115,77.19380600000002,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0
1 IPC 1860,"H NO. 58-D/4/A, ROOM NO.-9, 3RD FLOOR, 8 J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,media,8167047170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170024,4,2017-01-22,manobhav,14:15,188,11:50,11:50,"Safdarjung Enclave, New Delhi, Delhi, India",28.5632857,77.1911547,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,11.0
1 IPC 1860,"H NO.-58G, ROOM NO.-7, 1ST FLOOR, HUMAYUNPUR, S J ENCLAVE, NEW DELHI",2017-01-22,2017-01-22,Sunday,media,8167047170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170025,4,2017-01-22,manobhav,14:35,188,12:15,12:15,"Humayunpur, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5616115,77.19380600000002,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,12.0
1 IPC 1860,"RING ROAD OPPOSITE, S J HOSPITAL, NEW DELHI",2017-01-22,2017-01-22,Sunday,media,8167047170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170027,8,2017-01-23,manobhav,00:45,392/34,23:00,23:00,"Ring Road, Opposite AIIMS Hospital, Safdarjung West, Safdarjung Campus, Ansari Nagar East, New Delhi, Delhi 110029, India",28.5685586,77.20302679999998,Robbery,Robbery,23.0
1 IPC 1860,"STATE BANK OF PATIALA ATM, S J ENCLAVE, NEW DELHI",2016-07-02,2016-07-03,INTERVENING DAY,media,8167047170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170028,0,2017-01-23,manobhav,11:25,420,23:54,00:02,"AB- 1, Safdarjung Enclave, Kamal Cinema Building, Chaudhary Jhandu Singh Marg, Block A 1, Nauroji Nagar, Safdarjung Enclave, New Delhi, Delhi 110029, India",28.5655076,77.19974690000002,cheating,cheating,23.0
1 IPC 1860,"S J HOSPITAL, ORTHOPAEDICS WARD, NEW DELHI",2017-01-23,2017-01-23,Monday,media,8167047170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170029,5,2017-01-23,manobhav,21:10,419/420/506,13:55,13:55,"B-35, Shivalik, Panchsheel Geetanjali Road, Opp. Malviya Nagar, Block B, Shivalik Colony, Malviya Nagar, New Delhi, Delhi 110017, India",28.535235,77.207903,Criminal intimidation-cheating,Others,13.0
1 IPC 1860,"H NO.-P-12, GROUND FLOOR, HAUZ KHAS ENCLAVE, NEW DELHI",2017-01-23,2017-01-23,Monday,media,8167047170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167047170030,0,2017-01-25,manobhav,13:15,380,10:30,13:00,"M-4 Ashirwad Complex, D-1 Green Park Main, Block A, Green Park Extension, Green Park, New Delhi, Delhi 110016, India",28.557730100000004,77.20610909999998,Theft,Theft,10.0
1 IPC 1860,"NEAR DC OFFICE, MB ROAD SAKET",2017-01-04,2017-01-04,Wednesday,media,8167056170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170005,1,2017-04-01,manobhav,03:05,392/397/411/34,00:30,00:30,"Sdm office, MB road,, Saket, New Delhi, Delhi 110017, India",28.5189462,77.2082589,Robbery-Theft,Robbery,0.0
1 IPC 1860,"F316/1 BIHAIND PNB, LADO SARAI",2017-01-13,2017-01-13,Friday,media,8167056170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170015,7,2017-01-13,manobhav,21:30,188,20:00,20:00,"Adarsh House, F-322 A, Chatri Wala Kuan, Lado Sarai, New Delhi, Delhi 110030, India",28.523911,77.19322,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,20.0
1 IPC 1860,"L-18D, DDA FLAT, SAKET NEW DELHI",2017-01-15,2017-01-15,Sunday,media,8167056170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170019,5,2017-01-15,manobhav,16:15,188,15:40,15:40,"L 18, Ashok Vihar, Saket, New Delhi, Delhi 110017, India",28.5238816,77.21077,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"PRESS ENCLAVE ROAD NEAR MAX SMART SUPER SPECIALITY, HOSPITAL EXIT GATE",2017-01-15,2017-01-15,Sunday,media,8167056170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170021,8,2017-01-16,manobhav,00:25,279/338,22:30,22:30,"Press Enclave Road, Saket, New Delhi, Delhi 110017, India",28.528671600000006,77.2136612,Rash driving-endangering safety of others,Rash driving,22.0
1 IPC 1860,"F 316/1, LADO SARAI NEAR PNB",2017-01-16,2017-01-16,Monday,media,8167056170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170022,5,2017-01-16,manobhav,16:50,188,15:30,15:30,"Adarsh House, F-322 A, Chatri Wala Kuan, Lado Sarai, New Delhi, Delhi 110030, India",28.523911,77.19322,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,15.0
1 IPC 1860,"M-32 NEAR HANUMAN MANDIR, LADO SARAI DELHI",2017-01-18,2017-01-18,Wednesday,media,8167056170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170024,6,2017-01-18,manobhav,19:25,188,18:00,18:00,"32, Mandir Marg, Block A, Paryavaran Complex, Sainik Farm, New Delhi, Delhi 110044, India",28.5175058,77.2039567,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,"NEAR MAIDAN GARHI BUS STAN, MB. ROAD SAKET N.D.",2017-01-21,2017-01-21,Saturday,media,8167056170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170028,1,2017-01-21,manobhav,22:05,279/337,00:00,00:00,"Mehrauli - Badarpur Rd, Sainik Farm, New Delhi, Delhi 110044, India",28.519175399999995,77.2082099,Rash driving-endangering safety of others,Rash driving,0.0
1 IPC 1860,"M-70, NEW BASTI LADO SARAI DELHI",2017-01-22,2017-01-22,Sunday,media,8167056170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170029,5,2017-01-22,manobhav,14:10,188,13:30,13:31,"F-210 D, Old M B Road, Nai Basti, Lado Sarai, New Delhi, Delhi 110030, India",28.523603,77.194582,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"H.NO. 5308, LADO SARAI VILL NEW DELHI",2017-01-22,2017-01-22,Sunday,media,8167056170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167056170030,5,2017-01-22,manobhav,14:45,188,13:35,13:35,"Lado Sarai, New Delhi, Delhi, India",28.5244854,77.19187990000002,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"SATYA NIKETAN BUS STOP TOWARDS, AIIMS NEW DELHI",2017-01-04,2017-01-04,Wednesday,media,8167011170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170002,4,2017-04-01,manobhav,12:25,279/337,12:20,12:20,"Satya Niketan Foot Over Bridge, Smriti Vatika, South Moti Bagh, New Delhi, Delhi 110021, India",28.5881067,77.17053259999999,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,RTR MARG SOMNATH MARG T POINT,2017-01-07,2017-01-07,Saturday,media,8167011170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170003,2,2017-07-01,manobhav,07:45,279/427,05:52,05:52,"Sham Nath Marg, Civil Lines, Delhi, 110054, India",28.675332300000004,77.2253781,Rash driving-mischief,Rash driving,5.0
1 IPC 1860,WESTEND COLONY,2017-01-12,2017-01-12,Thursday,media,8167011170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170005,3,2017-12-01,manobhav,09:40,363,08:30,08:30,"West End Colony, Block A, Anand Niketan, New Delhi, Delhi 110021, India",28.5741278,77.16093470000001,Kidnapping,Kidnapping,8.0
1 IPC 1860,"H NO 80 GROUND FLOOR, MOTI BAGH NEW DELHI",2017-01-21,2017-01-21,Saturday,media,8167011170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170008,6,2017-01-21,manobhav,19:10,188,18:00,18:00,"Shop No.8,Ground Floor, 2106/8, Sangatrashan St, Pashupati Nath Market,Kinari Bazar, Kucha Alam, Chandni Chowk, New Delhi, Delhi 110006, India",28.6543131,77.2330649,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0
1 IPC 1860,RTR MARG NEAR PETROL PUMP,2017-02-15,2017-02-15,Wednesday,media,8167011170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170009,1,2017-02-16,manobhav,04:00,279/337,00:00,00:00,"Ring Rd, Block CB, Naraina Village, Naraina, New Delhi, Delhi 110028, India",28.6246719,77.1344562,Rash driving-endangering safety of others,Rash driving,0.0
1 IPC 1860,"H NO 33/01 VILLAGE MOCHI BAGH, NEW DELHI",2017-02-19,2017-02-19,Sunday,media,8167011170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170010,6,2017-02-19,manobhav,21:05,380,17:30,17:30,"33, New Moti Bagh, New Delhi, Delhi 110023, India",28.5775146,77.1799453,Theft,Theft,17.0
1 IPC 1860,"INFRONT OF VENKTESHWARA COLLEGE, NEW DELHI",2017-02-18,2017-02-18,Saturday,media,8167011170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170011,6,2017-02-18,manobhav,18:38,379,18:36,18:36,"Benito Juarez Road, Dhaula Kuan, New Delhi, Delhi 110021, India",28.588832,77.16779340000002,Theft,Theft,18.0
1 IPC 1860,"84, VILLAGE MOCHI GAON NEW DELHI",2017-02-21,2017-02-21,Tuesday,media,8167011170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170012,1,2017-02-22,manobhav,17:20,380,00:00,00:00,"Arakpur Bagh Mochi, Moti Gaon, South Moti Bagh, New Delhi, Delhi 110021, India",28.5861027,77.1706242,Theft,Theft,0.0
1 IPC 1860,"RING ROAD INFRONT OF, GURUDWARA MOTI BAGH NEW DELHI",2017-02-21,2017-02-21,Tuesday,media,8167011170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170013,4,2017-02-22,manobhav,19:40,279/337,10:00,10:00,"Ring Road, Nanakpura, Moti Bagh, New Delhi, Delhi 110021, India",28.5861848,77.17112709999998,Rash driving-endangering safety of others,Rash driving,10.0
1 IPC 1860,"INFRONT OF ARSD COLLEGE, RING ROAD NEW DELHI",2017-02-26,2017-02-26,Sunday,media,8167011170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170014,4,2017-02-26,manobhav,18:15,279/337,12:30,12:30,"Dhaula Kuan, New Delhi, Delhi 110021, India",28.590997700000006,77.167434,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,SATYA NIKETAN NEW DELHI,2017-02-28,2017-02-28,Tuesday,media,8167011170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170016,5,2017-02-28,manobhav,16:10,379/511/34,14:30,14:30,"Satya Niketan, South Moti Bagh, New Delhi, Delhi 110021, India",28.5875609,77.1690067,Theft-offences punishable,Theft,14.0
1 IPC 1860,"RING ROAD, NEAR MOTI BAGH FLYOVER",2017-03-02,2017-03-02,Thursday,media,8167011170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170017,7,2017-02-03,manobhav,20:30,279/323/427,20:00,20:00,"Ring Road, Nanakpura, Moti Bagh, New Delhi, Delhi 110021, India",28.5861848,77.17112709999998,Causing hurt-Rash driving-mischief,Rash driving,20.0
1 IPC 1860,"ARSD COLLEGE, GROUND SOUTH CAMPUS, NEW DELHI",2017-03-09,2017-03-09,Thursday,media,8167011170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170020,7,2017-09-03,manobhav,21:10,379/411/34,20:00,20:00,"Dhaula Kuan Enclave I, Dhaula Kuan, New Delhi, Delhi 110021, India",28.589778000000006,77.16619720000001,Theft,Theft,20.0
1 IPC 1860,"SERVICE LANE RING ROAD NEAR GURUDWARA, NANAK PURA NEW DELHI",2017-03-17,2017-03-17,Friday,media,8167011170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170024,6,2017-03-17,manobhav,21:20,379,18:40,18:40,"Ring Road, Nanakpura, Moti Bagh, New Delhi, Delhi 110021, India",28.5861848,77.17112709999998,Theft,Theft,18.0
1 IPC 1860,ARSD COLLEGE NEW DELHI,2017-03-17,2017-03-17,Friday,media,8167011170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170026,5,2017-03-17,manobhav,13:30,279/337,13:30,13:30,"Dhaula Kuan, New Delhi, Delhi 110021, India",28.590997700000006,77.167434,Rash driving-endangering safety of others,Rash driving,13.0
1 IPC 1860,"J-321, J J CAMP SHRI RAM, NANAKPURA, NEW DELHI",2017-03-23,2017-03-23,Thursday,media,8167011170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167011170027,3,2017-03-23,manobhav,22:35,363,08:00,08:00,"Shop No 228, Palika Bazar, Connaught Place, Connaught Place, Way To Palika Car Parking, Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India",28.6311624,77.2188932,Kidnapping,Kidnapping,8.0
1 IPC 1860,"IIT GATE, ROSE GARDEN V. VIHAR",2017-01-01,2017-01-01,Sunday,media,8167059170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170002,5,2017-01-01,manobhav,15:01,356/379/34,14:00,14:00,"Shop No.12,DDA Shopping Complex, Vedant Desika Mandir Marg, Ber Sarai, New Delhi, Delhi 110016, India",28.549357,77.181236,Snatching-Theft,Snatching,14.0
1 IPC 1860,"A—10/5, VASANT VIHAR, NEW DELHI",2016-12-23,2016-12-23,Friday,media,8167059170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170006,8,2017-03-01,manobhav,21:00,452/323/506/34,22:30,22:30,"A-10, Block A, Vasant Vihar, New Delhi, Delhi 110057, India",28.5611292,77.1637994,Causing hurt-Criminal intimidation-house-trespass,house-trespass,22.0
1 IPC 1860,"16 POORVI APARTMENT, V VIHAR,, NEW DELHI",2017-01-05,2017-01-05,Thursday,media,8167059170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170008,6,2017-05-01,manobhav,19:45,509,18:00,18:00,"16, Vasant Vihar Poorvi Marg, Block F, Vasant Vihar, New Delhi, Delhi 110057, India",28.5602294,77.16223609999999,sexual harrasement,sexual harrasement,18.0
1 IPC 1860,"H.NO. 401, MUNIRKA NEAR PAL DAIRY, NEW DELHI",2017-01-06,2017-01-06,Friday,media,8167059170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170010,1,2017-06-01,manobhav,02:40,379/411,01:00,01:00,"352 E/15, Munirka Village, New Delhi, Delhi 110067, India",28.5527024,77.1694809,Theft,Theft,1.0
1 IPC 1860,"289, MUNIRKA VILLAGE, NEW DELHI",2017-01-06,2017-01-06,Friday,media,8167059170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170014,7,2017-07-01,manobhav,18:10,509/323,20:00,20:00,"289, Vasant Kunj Marg, Block B, Mahipalpur Village, Mahipalpur, New Delhi, Delhi 110076, India",28.5466087,77.1250718,Causing hurt-sexual harrasement,sexual harrasement,20.0
1 IPC 1860,"B/4/3, 2ND FLOOR, VASANT VIHAR, NEW DELHI",2017-01-09,2017-01-09,Monday,media,8167059170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170016,5,2017-09-01,manobhav,15:30,341/506/34,14:20,14:20,"Vasant Vihar, New Delhi, Delhi, India",28.560323,77.16172809999998,Criminal intimidation-wrong restraint,Others,14.0
1 IPC 1860,"H.NO. 251, ROOM NO. 17, 4TH FLOOR, MUNIRKA VILLAGE NEW DELHI",2017-01-11,2017-01-11,Wednesday,media,8167059170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170018,8,2017-12-01,manobhav,00:40,380/511,22:30,22:30,"Munirka, New Delhi, Delhi, India",28.553211800000003,77.1744823,Theft-offences punishable,Theft,22.0
1 IPC 1860,"OUTER RING ROAD NEAR ALKAUZAR, DELHI",2017-01-12,2017-01-12,Thursday,media,8167059170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170021,8,2017-01-13,manobhav,00:30,427/379,22:00,22:00,"30, Vasant Place Market, Near Malai Temple, Sector 6, R.K. Puram, New Delhi, Delhi, India",28.5652657,77.1672489,Theft-mischief,Theft,22.0
1 IPC 1860,"BABA GANG NATH MARG, DDA FLAT GATE, NEW DELHI",2017-01-14,2017-01-14,Saturday,media,8167059170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170022,5,2017-01-14,manobhav,17:05,379,15:00,15:00,"C-14, Street C, Block C, Munirka, New Delhi, Delhi 110067, India",28.5524844,77.17380290000001,Theft,Theft,15.0
1 IPC 1860,"H.NO. 66, MATA CHOWK, RANGPURI PAHARI, NEW DELHI",2014-02-24,2017-01-14,INTERVENING DAY,media,8167059170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8167059170023,0,2017-01-14,manobhav,18:10,498A/406,00:00,00:00,"E-40, Abdul Gaffar Khan Marg, Mahipalpur Extension, Mahipalpur, New Delhi, Delhi 110037, India",28.5415989,77.1295002,Criminal breach of trust-domestic abuse,domestic abuse,0.0
