acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour,Formatted_address,Lat,Long
1 IPC 1860,3/59 GEETA COLONY DELHI,2017-01-05,2017-01-06,INTERVENING DAY,SHAHDARA,8957005170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170003,,2017-01-06,GEETA COLONY,07:00,380/457,22:00,05:00,Theft-house-trespass,Theft,22.0,"3, Geeta Colony Rd, Shastri Nagar, Geeta Colony, नई दिल्ली, Delhi 110031, India",28.653777,77.2726105
1 IPC 1860,"7/210, GEETA COLONY DELHI",2017-01-05,2017-01-06,INTERVENING DAY,SHAHDARA,8957005170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170004,,2017-01-06,GEETA COLONY,09:00,380/457,23:00,06:00,Theft-house-trespass,Theft,23.0,"7/26, Geeta Colony Rd, Shastri Nagar, Geeta Colony, Delhi, 110031, India",28.652550800000004,77.27348839999998
1 IPC 1860,"2-1028, 2/99, GEETA COLONY DELHI",2017-01-05,2017-01-06,INTERVENING DAY,SHAHDARA,8957005170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170005,,2017-01-06,GEETA COLONY,09:30,380/457,20:00,06:00,Theft-house-trespass,Theft,20.0,"2/99, Gali Number 2, East Rohtas Nagar, Vishwas Nagar, Shahdara, Delhi, 110032, India",28.665425300000006,77.2932501
1 IPC 1860,"7/154, GEETA COLONY DELHI",2017-01-06,2017-01-06,Friday,SHAHDARA,8957005170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170006,2,2017-01-06,GEETA COLONY,09:30,395/511,06:30,06:30,Robbery-offences punishable,Robbery,6.0,"13/154, Geeta Colony Rd, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.649835,77.274759
1 IPC 1860,"NEAR CNG PETROL PUMP PUSTA ROAD, GEETA COLONY DELHI",2017-01-07,2017-01-07,Saturday,SHAHDARA,8957005170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170008,3,2017-01-07,GEETA COLONY,11:00,419/420/34,09:20,09:50,cheating,cheating,9.0,"New, Taj Enclave, Geeta Colony, New Delhi, Delhi 110031, India",28.6508114,77.2679739
1 IPC 1860,"10/32, GEETA COLONY DELHI",2017-01-07,2017-01-07,Saturday,SHAHDARA,8957005170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170011,6,2017-01-08,GEETA COLONY,12:45,363,18:00,18:00,Kidnapping,Kidnapping,18.0,"32, Geeta Colony Rd, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6465852,77.2787311
1 IPC 1860,"10/32, GEETA COLONY DELHI",2017-01-07,2017-01-07,Saturday,SHAHDARA,8957005170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170011,6,2017-01-08,GEETA COLONY,12:45,363,18:00,18:00,Kidnapping,Kidnapping,18.0,"32, Geeta Colony Rd, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6465852,77.2787311
1 IPC 1860,"NEAR RAMLEELA GROUND, GEETA COLONY DELHI",2017-01-08,2017-01-08,Sunday,SHAHDARA,8957005170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170012,4,2017-01-08,GEETA COLONY,18:20,279/337,10:00,10:00,Rash driving-endangering safety of others,Rash driving,10.0,"Ram Leela Maidan, Ramlila Ground, Chandni Chowk, Delhi, 110006",28.6420762,77.2295204
1 IPC 1860,"NEAR RAMLEELA GROUND, GEETA COLONY DELHI",2017-01-08,2017-01-08,Sunday,SHAHDARA,8957005170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170012,4,2017-01-08,GEETA COLONY,18:20,279/337,10:00,10:00,Rash driving-endangering safety of others,Rash driving,10.0,"Ram Leela Maidan, Ramlila Ground, Chandni Chowk, Delhi, 110006",28.6420762,77.2295204
1 IPC 1860,"2 AND 7 BLOCK NEAR GURUDWARA, GEETA COLONY DELHI",2017-01-11,2017-01-11,Wednesday,SHAHDARA,8957005170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170014,5,2017-01-11,GEETA COLONY,16:35,420,13:00,13:15,cheating,cheating,13.0,"103 Near, 2, Gurudwara Rd, Block 7, Geeta Colony, Delhi 110031, India",28.656186,77.27115599999998
1 IPC 1860,"2 AND 7 BLOCK NEAR GURUDWARA, GEETA COLONY DELHI",2017-01-11,2017-01-11,Wednesday,SHAHDARA,8957005170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170014,5,2017-01-11,GEETA COLONY,16:35,420,13:00,13:15,cheating,cheating,13.0,"103 Near, 2, Gurudwara Rd, Block 7, Geeta Colony, Delhi 110031, India",28.656186,77.27115599999998
1 IPC 1860,"H. NO 0-24/1, RANI GARDEN DELHI",2017-01-13,2017-01-13,Friday,SHAHDARA,8957005170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170015,6,2017-01-13,GEETA COLONY,18:45,451/427/506,17:25,17:25,Criminal intimidation-house-trespass-mischief,house-trespass,17.0,"Rani Garden, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6489049,77.271046
1 IPC 1860,"H. NO 0-24/1, RANI GARDEN DELHI",2017-01-13,2017-01-13,Friday,SHAHDARA,8957005170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170015,6,2017-01-13,GEETA COLONY,18:45,451/427/506,17:25,17:25,Criminal intimidation-house-trespass-mischief,house-trespass,17.0,"Rani Garden, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6489049,77.271046
1 IPC 1860,"B-4 RANI GARDEN, SHASTRI NAGAR DELHI",2017-01-13,2017-01-13,Friday,SHAHDARA,8957005170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170016,7,2017-01-13,GEETA COLONY,21:50,188,21:10,21:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0,"Rani Garden, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6489049,77.271046
1 IPC 1860,"B-4 RANI GARDEN, SHASTRI NAGAR DELHI",2017-01-13,2017-01-13,Friday,SHAHDARA,8957005170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170016,7,2017-01-13,GEETA COLONY,21:50,188,21:10,21:10,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,21.0,"Rani Garden, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6489049,77.271046
1 IPC 1860,"NEAR SHYAM BAKERY, SHOP NO 1/36 GEETA COLONY",2017-01-13,2017-01-13,Friday,SHAHDARA,8957005170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170017,7,2017-01-13,GEETA COLONY,22:15,283,21:30,21:30,obstruction by a person,obstruction by a person,21.0,"2, Geeta Colony Rd, Shastri Nagar, Geeta Colony, Delhi 110031, India",28.6561805,77.2732803
1 IPC 1860,"NEAR SHYAM BAKERY, SHOP NO 1/36 GEETA COLONY",2017-01-13,2017-01-13,Friday,SHAHDARA,8957005170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170017,7,2017-01-13,GEETA COLONY,22:15,283,21:30,21:30,obstruction by a person,obstruction by a person,21.0,"2, Geeta Colony Rd, Shastri Nagar, Geeta Colony, Delhi 110031, India",28.6561805,77.2732803
1 IPC 1860,"4/31, GEETA COLONY DELHI",2017-01-14,2017-01-14,Saturday,SHAHDARA,8957005170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170020,8,2017-01-15,GEETA COLONY,01:30,453,23:45,23:45,house-trespass,house-trespass,23.0,"31, Geeta Colony Rd, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6465849,77.27873290000002
1 IPC 1860,"4/31, GEETA COLONY DELHI",2017-01-14,2017-01-14,Saturday,SHAHDARA,8957005170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170020,8,2017-01-15,GEETA COLONY,01:30,453,23:45,23:45,house-trespass,house-trespass,23.0,"31, Geeta Colony Rd, Shastri Nagar, Geeta Colony, New Delhi, Delhi 110031, India",28.6465849,77.27873290000002
1 IPC 1860,"H. NO 229, GALI NO 8, NEW LAHORE SHASTRI NAGAR DELHI",2017-01-15,2017-01-15,Sunday,SHAHDARA,8957005170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170021,6,2017-01-15,GEETA COLONY,19:25,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0,"Rz-37, Gali No.2, Gandhi Market, Sagarpur, Block T, Gandhi Market, Sagar Pur, New Delhi, Delhi 110046, India",28.607283,77.1019151
1 IPC 1860,"H. NO 229, GALI NO 8, NEW LAHORE SHASTRI NAGAR DELHI",2017-01-15,2017-01-15,Sunday,SHAHDARA,8957005170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170021,6,2017-01-15,GEETA COLONY,19:25,188,18:00,18:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,18.0,"Rz-37, Gali No.2, Gandhi Market, Sagarpur, Block T, Gandhi Market, Sagar Pur, New Delhi, Delhi 110046, India",28.607283,77.1019151
1 IPC 1860,"10/41, IIND FLOOR, GEETA COLONY DELHI",2017-01-16,2017-01-16,Monday,SHAHDARA,8957005170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170023,7,2017-01-16,GEETA COLONY,20:00,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"13/41, Geeta Colony Rd, Shastri Nagar, Geeta Colony, Delhi, 110031, India",28.6509973,77.27423859999998
1 IPC 1860,"10/41, IIND FLOOR, GEETA COLONY DELHI",2017-01-16,2017-01-16,Monday,SHAHDARA,8957005170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170023,7,2017-01-16,GEETA COLONY,20:00,188,19:00,19:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"13/41, Geeta Colony Rd, Shastri Nagar, Geeta Colony, Delhi, 110031, India",28.6509973,77.27423859999998
1 IPC 1860,"H.NO 35A GALI NO 4 ARAM PARK, SHASTRI NAGAR DELHI",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957005170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170025,7,2017-01-17,GEETA COLONY,20:20,188,19:15,19:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"35, Gali Number 4, Gyan Kunj, Guru Angad Nagar West, Swasthya Vihar, New Delhi, Delhi 110031, India",28.6400503,77.2823511
1 IPC 1860,"H.NO 35A GALI NO 4 ARAM PARK, SHASTRI NAGAR DELHI",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957005170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170025,7,2017-01-17,GEETA COLONY,20:20,188,19:15,19:15,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,19.0,"35, Gali Number 4, Gyan Kunj, Guru Angad Nagar West, Swasthya Vihar, New Delhi, Delhi 110031, India",28.6400503,77.2823511
1 IPC 1860,"NEAR 4 BLOCK PARK, GEETA COLONY",2017-01-18,2017-01-18,Wednesday,SHAHDARA,8957005170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170028,6,2017-01-18,GEETA COLONY,20:15,392/34,18:30,18:30,Robbery,Robbery,18.0,"Geeta Colony 10 block Park, Block 10, Geeta Colony, Delhi, 110031, India",28.65768539999999,77.267275
1 IPC 1860,"NEAR 4 BLOCK PARK, GEETA COLONY",2017-01-18,2017-01-18,Wednesday,SHAHDARA,8957005170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170028,6,2017-01-18,GEETA COLONY,20:15,392/34,18:30,18:30,Robbery,Robbery,18.0,"Geeta Colony 10 block Park, Block 10, Geeta Colony, Delhi, 110031, India",28.65768539999999,77.267275
1 IPC 1860,"H. NO 4928, JHEEL KHURANJA GEETA COLONY, DELHI",2017-01-19,2017-01-19,Thursday,SHAHDARA,8957005170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170030,6,2017-01-19,GEETA COLONY,17:45,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0,"Jheel Khurenja, Geeta Colony, Delhi, India",28.656738399999995,77.2742782
1 IPC 1860,"H. NO 4928, JHEEL KHURANJA GEETA COLONY, DELHI",2017-01-19,2017-01-19,Thursday,SHAHDARA,8957005170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957005170030,6,2017-01-19,GEETA COLONY,17:45,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0,"Jheel Khurenja, Geeta Colony, Delhi, India",28.656738399999995,77.2742782
1 IPC 1860,"H.NO. 269, GALI NO. 06, WEST KANTI NAGAR DELHI",2017-01-02,2017-01-02,Monday,SHAHDARA,8957003170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170003,6,2017-01-02,KRISHNA NAGAR,23:50,363,17:00,17:00,Kidnapping,Kidnapping,17.0,"269, 6, Galli Number 1, Shahi Mohalla, Mohan Park, West Rohtash Nagar, Shahdara, Delhi, 110032, India",28.6798196,77.28521070000002
1 IPC 1860,"STATE BANK, BIKANER JAIPUR, KRISHNA NAGAR, DELHI",2017-01-03,2017-01-03,Tuesday,SHAHDARA,8957003170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170004,4,2017-01-03,KRISHNA NAGAR,13:30,379,11:00,11:00,Theft,Theft,11.0,"F 2/15, Block F, Krishna Nagar, Delhi, 110051, India",28.659222,77.283591
1 IPC 1860,"H.NO. 3652/28, GALI NO. 04, SHANTI MOHALLA DELHI",2017-01-03,2017-01-03,Tuesday,SHAHDARA,8957003170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170005,5,2017-01-03,KRISHNA NAGAR,15:20,380/411/451/482,13:10,13:10,Theft-house-trespass-using false property,Theft,13.0,"Shanti Mohalla, Seelampur, Shahdara, Delhi, 110031, India",28.6677968,77.2699686
1 IPC 1860,"H.NO. 567, GALI NO. 10, WEST KANTI NAGAR DELHI",2017-01-04,2017-01-04,Wednesday,SHAHDARA,8957003170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170007,4,2017-01-06,KRISHNA NAGAR,19:30,363,12:30,12:30,Kidnapping,Kidnapping,12.0,"567, Gali Number 10, Block T, Goutampuri, Shahdara, Delhi, 110031, India",28.6790854,77.26310300000002
1 IPC 1860,"H.NO.402, VILLAGE GHONDLI KRISHNA NAGAR, DELHI",2017-01-07,2017-01-07,Saturday,SHAHDARA,8957003170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170009,6,2017-01-08,KRISHNA NAGAR,11:15,363,16:00,16:00,Kidnapping,Kidnapping,16.0,"Ghondli, Krishna Nagar, Delhi, 110051, India",28.65584489999999,77.28098759999997
1 IPC 1860,"INFRONT OF CAPITAL LABORATORY, KRISHNA NAGAR DELHI",2017-01-10,2017-01-10,Tuesday,SHAHDARA,8957003170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170011,5,2017-01-10,KRISHNA NAGAR,19:20,279/337,13:30,13:30,Rash driving-endangering safety of others,Rash driving,13.0,"E-3/1, Opp Shiv Mandir,, 3, Bhagat Singh Rd, Block E, Krishna Nagar, Delhi, 110051, India",28.6610593,77.2815537
1 IPC 1860,"H.NO.4929/A-1, GALI NO..1, KANTI NAGAR EXTN. DELHI",2017-01-11,2017-01-11,Wednesday,SHAHDARA,8957003170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170013,4,2017-01-11,KRISHNA NAGAR,20:00,363,11:00,11:00,Kidnapping,Kidnapping,11.0,"4929, 1, Galli Number 1, Shahi Mohalla, Mohan Park, West Gorakh Park, Shahdara, Delhi, 110032, India",28.6799098,77.28526049999998
1 IPC 1860,"H NO 2055, GALI NO. ‘I, RAJGARH EXTN., DELHI",2017-01-11,2017-01-11,Wednesday,SHAHDARA,8957003170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170015,4,2017-01-12,KRISHNA NAGAR,18:45,354/323/34,10:00,10:00,Causing hurt-sexual harrasement,sexual harrasement,10.0,"2055, Galli Number 2, Durga Chember, Block 49A, Nai Walan, Karol Bagh, New Delhi, Delhi 110005, India",28.6491504,77.1980027
1 IPC 1860,"NEAR GALI NO. 5,6, RAJGARH EXTN.",2017-01-12,2017-01-12,Thursday,SHAHDARA,8957003170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170016,7,2017-01-12,KRISHNA NAGAR,22:10,379,20:20,20:20,Theft,Theft,20.0,"5, 29/6, Gali Number 16, Pocket 29, Nai Walan, Karol Bagh, New Delhi, Delhi 110005, India",28.6464516,77.1964957
1 IPC 1860,"NEAR CHAWLA JWELLERS, LAL QUARTER KRISHNA NAGAR",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957003170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170018,5,2017-01-17,KRISHNA NAGAR,15:55,379,14:15,14:15,Theft,Theft,14.0,"B-5/1, Lal Quarter, Krishna Nagar, New Delhi, Delhi 110051, India",28.5640182,77.19272790000002
1 IPC 1860,"NEAR ROOPA ICE-CREAM PARLOUR, KRISHNA NAGAR",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957003170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170019,7,2017-01-17,KRISHNA NAGAR,20:30,356/379,19:00,19:00,Snatching-Theft,Snatching,19.0,"251/3, Post Office Block, Near Arya Samaj Mandir, Krishna Nagar, Delhi, 110051, India",28.77005,77.17306500000002
1 IPC 1860,"RIVER HEIGHT, PLAZA MARKET, RAJNAGAR, GHAZIABAD UP",2017-01-17,2017-01-17,Tuesday,SHAHDARA,8957003170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170020,3,2017-01-19,KRISHNA NAGAR,21:10,420/34,09:30,09:30,cheating,cheating,9.0,"1-C, 1st Floor, River Height Plaza Market, Raj Nagar Extension, Ghaziabad, Uttar Pradesh 201204, India",28.701864,77.418577
1 IPC 1860,"BANK ROAD, NEAR VIJAY CHOWK, KRISHNA NAGAR DELHI",2017-01-20,2017-01-20,Friday,SHAHDARA,8957003170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170021,5,2017-01-20,KRISHNA NAGAR,16:50,279/337,14:45,14:45,Rash driving-endangering safety of others,Rash driving,14.0,"Vijay Chowk, Block F, Krishna Nagar, Delhi, 110051, India",28.657799600000004,77.28436909999998
1 IPC 1860,"H N 19/13, KRISHNA NAGAR DELHI",2017-01-20,2017-01-20,Friday,SHAHDARA,8957003170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170022,6,2017-01-20,KRISHNA NAGAR,18:20,509/34,16:30,16:30,sexual harrasement,sexual harrasement,16.0,"19/49, North Ave, Block N, Shivaji Park, Punjabi Bagh, Delhi, 110026, India",28.671219,77.128674
1 IPC 1860,"MAIN ROAD EAST AZAD NAGAR, NEAR AJIT CHOWK",2017-01-22,2017-01-22,Sunday,SHAHDARA,8957003170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170024,2,2017-01-22,KRISHNA NAGAR,08:35,392/397,06:45,06:45,Robbery,Robbery,6.0,"Pustak Path, Upper Bazar, Ranchi, Jharkhand 834001, India",23.3715379,85.3226619
1 IPC 1860,"MAIN RAGHUBAR PURA ROAD, SHANKAR NAGAR EXTN., DELHI",2017-01-22,2017-01-22,Sunday,SHAHDARA,8957003170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170025,6,2017-01-22,KRISHNA NAGAR,17:40,283,17:00,17:00,obstruction by a person,obstruction by a person,17.0,"Raghubar Pura Rd, Raghubarpura, Seelampur, Shahdara, Delhi, 110031, India",28.660643800000006,77.2678499
1 IPC 1860,"MAIN ROAD, NEAR SEHGAL BAKERY, KRISHNA NAGAR DELHI",2017-01-23,2017-01-23,Monday,SHAHDARA,8957003170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170029,5,2017-01-23,KRISHNA NAGAR,16:35,379/34,14:45,14:45,Theft,Theft,14.0,"6/11, Block S, New Ashok Nagar, Block E, Krishna Nagar, Delhi, 110051, India",28.660948200000004,77.2830238
1 IPC 1860,"MANDIR MARG, KRISHNA NAGAR DELHI",2017-01-23,2017-01-23,Monday,SHAHDARA,8957003170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957003170030,7,2017-01-23,KRISHNA NAGAR,21:40,379,19:45,19:45,Theft,Theft,19.0,"Mandir Marg, Baldev Park, Krishna Nagar, Delhi, 110051, India",28.647911600000004,77.2874144
1 IPC 1860,"A—87, GALI NO-1, JAGAT PURI DELHI",2016-12-23,2016-12-23,Friday,SHAHDARA,8957008170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170002,7,2017-01-02,MANSAROVAR PARK,16:30,363,19:00,19:00,Kidnapping,Kidnapping,19.0,"87, Gali Number 1, Arjun Nagar, Krishna Nagar, Delhi, 110051, India",28.6579984,77.2896243
1 IPC 1860,"PNB BANK, NATHU COLONY CHOWK SHD DELHI",2017-01-04,2017-01-04,Wednesday,SHAHDARA,8957008170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170004,5,2017-01-04,MANSAROVAR PARK,16:30,420/34,14:45,14:45,cheating,cheating,14.0,"Main Mandoli Rd, West Jyoti Nagar, Nathu Colony, Shahdara, Delhi, 110093, India",28.69325899999999,77.299803
1 IPC 1860,"1/2292, MANDOLI ROAD, RAM NAGAR, SHAHDARA, DELHI",2017-01-04,2017-01-04,Wednesday,SHAHDARA,8957008170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170005,5,2017-01-04,MANSAROVAR PARK,18:30,323/354(B)/506/50‘,13:30,13:30,Causing hurt-Criminal intimidation-Women abuse,Others,13.0,"1/2325, Main Mandoli Rd, Ram Nagar, Shahdara, Delhi, 110032, India",28.6781434,77.29502009999999
1 IPC 1860,"IN FRONT OF SHOP NO. 602, GT. ROAD, DELHI",2017-01-12,2017-01-12,Thursday,SHAHDARA,8957008170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170012,5,2017-01-12,MANSAROVAR PARK,14:40,283,13:00,13:00,obstruction by a person,obstruction by a person,13.0,"176, Old GT Rd, Dharam Nagar Colony, Housing Board Colony, Palwal, Haryana 121102, India",28.1533264,77.3239335
1 IPC 1860,"PUNJAB AND SIND BANK, NEW MODERN SHAHDARA, DELHI",2017-01-11,2017-01-11,Wednesday,SHAHDARA,8957008170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170013,5,2017-01-12,MANSAROVAR PARK,16:30,420/467/468/471,13:00,13:00,cheating,cheating,13.0,"Mandaoli Road, Jagatpuri, Shahdara, Delhi, 110093, India",28.6891653,77.2993018
1 IPC 1860,"SHOP NO. 1/2291, MANDOLI ROAD",2017-01-13,2017-01-13,Friday,SHAHDARA,8957008170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170016,6,2017-01-13,MANSAROVAR PARK,17:35,283,16:45,16:45,obstruction by a person,obstruction by a person,16.0,"1/2391, Main Mandoli Road, Ram Nagar Extn,, Shahdara, Delhi 110032, India",28.680932,77.29485600000002
1 IPC 1860,"H.NO. 1/4649/1210, GALI NO. 5, NEW MODERN SHAHDARA, DELHI",2017-01-13,2017-01-13,Friday,SHAHDARA,8957008170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170017,6,2017-01-13,MANSAROVAR PARK,18:15,188,17:00,17:00,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,17.0,"1, Gali Number 5, Bihari Colony Extension, Block N, Bihari Colony, Shahdara, Delhi, 110032, India",28.6698507,77.28341929999998
1 IPC 1860,"SHOP NO. 1/2320, MANDOLI ROAD",2017-01-13,2017-01-13,Friday,SHAHDARA,8957008170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170018,6,2017-01-13,MANSAROVAR PARK,18:45,283,17:25,17:25,obstruction by a person,obstruction by a person,17.0,"1/2391, Main Mandoli Road, Ram Nagar Extn,, Shahdara, Delhi 110032, India",28.680932,77.29485600000002
1 IPC 1860,"SHOP NO. 573, MOTI RAM ROAD, G.T. ROAD, DELHI",2017-01-13,2017-01-13,Friday,SHAHDARA,8957008170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170019,7,2017-01-13,MANSAROVAR PARK,20:20,283,19:00,19:00,obstruction by a person,obstruction by a person,19.0,"573, DDA Shopping Centre, Sir Chotu Ram Marg, Avantika, Sector 1, Rohini, Delhi, 110085, India",28.702313,77.099006
1 IPC 1860,"SHOP NO. 1/2304, MANDOLI ROAD",2017-01-14,2017-01-14,Saturday,SHAHDARA,8957008170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170020,5,2017-01-14,MANSAROVAR PARK,13:50,283,13:00,13:00,obstruction by a person,obstruction by a person,13.0,"1/2304, Main Mandoli Road,, Shahdara, Delhi 110032, India",28.6830122,77.2964506
1 IPC 1860,"SHOP NO. 1/3229, RAM NAGAR EXT, MANDOLI ROAD",2017-01-14,2017-01-14,Saturday,SHAHDARA,8957008170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170022,7,2017-01-14,MANSAROVAR PARK,20:15,283,19:20,19:20,obstruction by a person,obstruction by a person,19.0,"No. 1449/109-A, Ground Floor, 100 Feet Road, Durgapuri Chowk, 2/100B, Gali Number 6, West Jyoti Nagar, Durgapuri Extension, Vishwas Nagar, Shahdara, Delhi, 110032, India",28.6893691,77.2929892
1 IPC 1860,"NEAR ASHOKA BAND, MANDOLI ROAD, SHAHDARA, DELHI",2017-01-14,2017-01-14,Saturday,SHAHDARA,8957008170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170023,6,2017-01-14,MANSAROVAR PARK,23:45,323/341/34,18:00,18:00,Causing hurt-wrong restraint,Causing hurt-wrong restraint,18.0,"1/2284,Ram Nagar Extn,, Mandoli Road,, Shahdara, Delhi 110032, India",28.68463,77.297506
1 IPC 1860,"SHOP NO. 1/3197B, RAM NAGAR, MANDOLI ROAD, SHAHDARA, DELHI",2017-01-15,2017-01-15,Sunday,SHAHDARA,8957008170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8957008170025,4,2017-01-15,MANSAROVAR PARK,11:50,283,11:30,11:30,obstruction by a person,obstruction by a person,11.0,"1/3225, Main Mandoli Road, Shahdara, Delhi, 110032, India",28.682855,77.296235
